EL,ER,SL,SR,type
56,56,58,58,2
56,56,58,58,2
56,56,58,58,2
55,55,58,58,2
55,55,58,58,2
54,54,58,58,2
54,54,58,58,2
54,54,58,58,2
54,54,58,58,2
53,53,58,58,2
53,53,58,58,2
53,53,58,58,2
53,53,58,58,2
53,53,58,58,2
52,52,58,58,2
52,52,58,58,2
52,52,58,58,2
52,52,58,58,2
52,52,58,58,2
52,52,58,58,2
52,52,58,58,2
52,52,58,58,2
52,52,58,58,2
52,52,58,58,2
51,51,58,58,2
51,51,58,58,2
50,50,58,58,2
50,50,58,58,2
50,50,58,58,2
50,50,58,58,2
49,49,58,58,2
48,48,58,58,2
48,48,58,58,2
45,45,58,58,2
44,44,58,58,2
58,58,59,59,2
57,57,59,59,2
57,57,59,59,2
57,57,59,59,2
56,56,59,59,2
55,55,59,59,2
55,55,59,59,2
54,54,59,59,2
54,54,59,59,2
54,54,59,59,2
54,54,59,59,2
54,54,59,59,2
54,54,59,59,2
53,53,59,59,2
53,53,59,59,2
52,52,59,59,2
51,51,59,59,2
50,50,59,59,2
50,50,59,59,2
50,50,59,59,2
49,49,59,59,2
49,49,59,59,2
59,59,60,60,2
59,59,60,60,2
58,58,60,60,2
58,58,60,60,2
57,57,60,60,2
56,56,60,60,2
56,56,60,60,2
56,56,60,60,2
55,55,60,60,2
55,55,60,60,2
54,54,60,60,2
54,54,60,60,2
54,54,60,60,2
54,54,60,60,2
53,53,60,60,2
53,53,60,60,2
53,53,60,60,2
53,53,60,60,2
53,53,60,60,2
53,53,60,60,2
52,52,60,60,2
52,52,60,60,2
52,52,60,60,2
52,52,60,60,2
51,51,60,60,2
50,50,60,60,2
48,48,60,60,2
48,48,60,60,2
48,48,60,60,2
60,60,61,61,2
59,59,61,61,2
59,59,61,61,2
59,59,61,61,2
58,58,61,61,2
58,58,61,61,2
57,57,61,61,2
57,57,61,61,2
57,57,61,61,2
57,57,61,61,2
56,56,61,61,2
56,56,61,61,2
56,56,61,61,2
56,56,61,61,2
56,56,61,61,2
56,56,61,61,2
56,56,61,61,2
55,55,61,61,2
55,55,61,61,2
55,55,61,61,2
54,54,61,61,2
54,54,61,61,2
54,54,61,61,2
54,54,61,61,2
53,53,61,61,2
53,53,61,61,2
53,53,61,61,2
53,53,61,61,2
53,53,61,61,2
52,52,61,61,2
52,52,61,61,2
51,51,61,61,2
51,51,61,61,2
51,51,61,61,2
61,61,62,62,2
60,60,62,62,2
60,60,62,62,2
59,59,62,62,2
59,59,62,62,2
59,59,62,62,2
58,58,62,62,2
58,58,62,62,2
58,58,62,62,2
58,58,62,62,2
58,58,62,62,2
58,58,62,62,2
57,57,62,62,2
57,57,62,62,2
57,57,62,62,2
57,57,62,62,2
56,56,62,62,2
56,56,62,62,2
56,56,62,62,2
56,56,62,62,2
56,56,62,62,2
55,55,62,62,2
55,55,62,62,2
55,55,62,62,2
55,55,62,62,2
55,55,62,62,2
54,54,62,62,2
54,54,62,62,2
54,54,62,62,2
54,54,62,62,2
53,53,62,62,2
52,52,62,62,2
52,52,62,62,2
51,51,62,62,2
51,51,62,62,2
51,51,62,62,2
50,50,62,62,2
50,50,62,62,2
48,48,62,62,2
48,48,62,62,2
62,62,63,63,2
62,62,63,63,2
61,61,63,63,2
61,61,63,63,2
61,61,63,63,2
61,61,63,63,2
60,60,63,63,2
60,60,63,63,2
60,60,63,63,2
60,60,63,63,2
60,60,63,63,2
59,59,63,63,2
59,59,63,63,2
59,59,63,63,2
59,59,63,63,2
59,59,63,63,2
58,58,63,63,2
58,58,63,63,2
58,58,63,63,2
58,58,63,63,2
58,58,63,63,2
57,57,63,63,2
57,57,63,63,2
57,57,63,63,2
57,57,63,63,2
57,57,63,63,2
57,57,63,63,2
57,57,63,63,2
57,57,63,63,2
57,57,63,63,2
56,56,63,63,2
56,56,63,63,2
56,56,63,63,2
56,56,63,63,2
56,56,63,63,2
56,56,63,63,2
56,56,63,63,2
55,55,63,63,2
55,55,63,63,2
54,54,63,63,2
54,54,63,63,2
54,54,63,63,2
53,53,63,63,2
52,52,63,63,2
51,51,63,63,2
50,50,63,63,2
62,62,64,64,2
62,62,64,64,2
61,61,64,64,2
61,61,64,64,2
61,61,64,64,2
61,61,64,64,2
61,61,64,64,2
60,60,64,64,2
60,60,64,64,2
60,60,64,64,2
60,60,64,64,2
60,60,64,64,2
60,60,64,64,2
60,60,64,64,2
60,60,64,64,2
60,60,64,64,2
59,59,64,64,2
59,59,64,64,2
59,59,64,64,2
59,59,64,64,2
59,59,64,64,2
59,59,64,64,2
59,59,64,64,2
59,59,64,64,2
58,58,64,64,2
58,58,64,64,2
58,58,64,64,2
58,58,64,64,2
58,58,64,64,2
58,58,64,64,2
58,58,64,64,2
57,57,64,64,2
57,57,64,64,2
57,57,64,64,2
57,57,64,64,2
57,57,64,64,2
57,57,64,64,2
57,57,64,64,2
57,57,64,64,2
56,56,64,64,2
56,56,64,64,2
56,56,64,64,2
56,56,64,64,2
56,56,64,64,2
55,55,64,64,2
55,55,64,64,2
55,55,64,64,2
55,55,64,64,2
54,54,64,64,2
54,54,64,64,2
54,54,64,64,2
54,54,64,64,2
51,51,64,64,2
64,64,65,65,2
64,64,65,65,2
64,64,65,65,2
63,63,65,65,2
63,63,65,65,2
62,62,65,65,2
62,62,65,65,2
62,62,65,65,2
62,62,65,65,2
62,62,65,65,2
62,62,65,65,2
62,62,65,65,2
62,62,65,65,2
62,62,65,65,2
61,61,65,65,2
61,61,65,65,2
61,61,65,65,2
61,61,65,65,2
61,61,65,65,2
61,61,65,65,2
61,61,65,65,2
61,61,65,65,2
61,61,65,65,2
61,61,65,65,2
61,61,65,65,2
61,61,65,65,2
60,60,65,65,2
60,60,65,65,2
60,60,65,65,2
60,60,65,65,2
60,60,65,65,2
60,60,65,65,2
60,60,65,65,2
60,60,65,65,2
60,60,65,65,2
60,60,65,65,2
60,60,65,65,2
60,60,65,65,2
60,60,65,65,2
60,60,65,65,2
60,60,65,65,2
60,60,65,65,2
60,60,65,65,2
60,60,65,65,2
60,60,65,65,2
59,59,65,65,2
59,59,65,65,2
59,59,65,65,2
59,59,65,65,2
59,59,65,65,2
59,59,65,65,2
59,59,65,65,2
59,59,65,65,2
59,59,65,65,2
58,58,65,65,2
58,58,65,65,2
58,58,65,65,2
58,58,65,65,2
58,58,65,65,2
58,58,65,65,2
58,58,65,65,2
58,58,65,65,2
58,58,65,65,2
58,58,65,65,2
58,58,65,65,2
58,58,65,65,2
57,57,65,65,2
57,57,65,65,2
57,57,65,65,2
56,56,65,65,2
54,54,65,65,2
53,53,65,65,2
53,53,65,65,2
65,65,66,66,2
64,64,66,66,2
64,64,66,66,2
64,64,66,66,2
64,64,66,66,2
64,64,66,66,2
63,63,66,66,2
63,63,66,66,2
63,63,66,66,2
63,63,66,66,2
63,63,66,66,2
63,63,66,66,2
63,63,66,66,2
63,63,66,66,2
63,63,66,66,2
63,63,66,66,2
62,62,66,66,2
62,62,66,66,2
62,62,66,66,2
62,62,66,66,2
61,61,66,66,2
61,61,66,66,2
61,61,66,66,2
61,61,66,66,2
61,61,66,66,2
61,61,66,66,2
61,61,66,66,2
61,61,66,66,2
61,61,66,66,2
61,61,66,66,2
61,61,66,66,2
60,60,66,66,2
60,60,66,66,2
60,60,66,66,2
60,60,66,66,2
60,60,66,66,2
60,60,66,66,2
60,60,66,66,2
60,60,66,66,2
60,60,66,66,2
60,60,66,66,2
59,59,66,66,2
59,59,66,66,2
59,59,66,66,2
59,59,66,66,2
59,59,66,66,2
59,59,66,66,2
59,59,66,66,2
59,59,66,66,2
59,59,66,66,2
58,58,66,66,2
58,58,66,66,2
58,58,66,66,2
57,57,66,66,2
57,57,66,66,2
57,57,66,66,2
57,57,66,66,2
57,57,66,66,2
57,57,66,66,2
57,57,66,66,2
56,56,66,66,2
56,56,66,66,2
56,56,66,66,2
56,56,66,66,2
55,55,66,66,2
54,54,66,66,2
54,54,66,66,2
53,53,66,66,2
53,53,66,66,2
66,66,67,67,2
66,66,67,67,2
65,65,67,67,2
65,65,67,67,2
65,65,67,67,2
64,64,67,67,2
64,64,67,67,2
64,64,67,67,2
64,64,67,67,2
64,64,67,67,2
64,64,67,67,2
64,64,67,67,2
64,64,67,67,2
64,64,67,67,2
64,64,67,67,2
64,64,67,67,2
64,64,67,67,2
64,64,67,67,2
63,63,67,67,2
63,63,67,67,2
63,63,67,67,2
63,63,67,67,2
63,63,67,67,2
63,63,67,67,2
63,63,67,67,2
63,63,67,67,2
63,63,67,67,2
63,63,67,67,2
63,63,67,67,2
63,63,67,67,2
63,63,67,67,2
63,63,67,67,2
63,63,67,67,2
63,63,67,67,2
63,63,67,67,2
62,62,67,67,2
62,62,67,67,2
62,62,67,67,2
62,62,67,67,2
62,62,67,67,2
62,62,67,67,2
62,62,67,67,2
62,62,67,67,2
61,61,67,67,2
61,61,67,67,2
61,61,67,67,2
61,61,67,67,2
61,61,67,67,2
61,61,67,67,2
61,61,67,67,2
61,61,67,67,2
61,61,67,67,2
61,61,67,67,2
61,61,67,67,2
61,61,67,67,2
61,61,67,67,2
60,60,67,67,2
60,60,67,67,2
60,60,67,67,2
60,60,67,67,2
60,60,67,67,2
60,60,67,67,2
60,60,67,67,2
60,60,67,67,2
60,60,67,67,2
59,59,67,67,2
59,59,67,67,2
59,59,67,67,2
59,59,67,67,2
59,59,67,67,2
59,59,67,67,2
59,59,67,67,2
59,59,67,67,2
59,59,67,67,2
58,58,67,67,2
58,58,67,67,2
58,58,67,67,2
58,58,67,67,2
58,58,67,67,2
58,58,67,67,2
58,58,67,67,2
57,57,67,67,2
57,57,67,67,2
57,57,67,67,2
56,56,67,67,2
55,55,67,67,2
55,55,67,67,2
52,52,67,67,2
67,67,68,68,2
67,67,68,68,2
67,67,68,68,2
66,66,68,68,2
65,65,68,68,2
65,65,68,68,2
65,65,68,68,2
65,65,68,68,2
65,65,68,68,2
65,65,68,68,2
65,65,68,68,2
65,65,68,68,2
64,64,68,68,2
64,64,68,68,2
64,64,68,68,2
64,64,68,68,2
64,64,68,68,2
64,64,68,68,2
64,64,68,68,2
64,64,68,68,2
64,64,68,68,2
64,64,68,68,2
63,63,68,68,2
63,63,68,68,2
63,63,68,68,2
63,63,68,68,2
63,63,68,68,2
63,63,68,68,2
63,63,68,68,2
63,63,68,68,2
63,63,68,68,2
63,63,68,68,2
63,63,68,68,2
63,63,68,68,2
63,63,68,68,2
63,63,68,68,2
63,63,68,68,2
63,63,68,68,2
63,63,68,68,2
63,63,68,68,2
63,63,68,68,2
63,63,68,68,2
63,63,68,68,2
63,63,68,68,2
62,62,68,68,2
62,62,68,68,2
62,62,68,68,2
62,62,68,68,2
62,62,68,68,2
62,62,68,68,2
62,62,68,68,2
62,62,68,68,2
62,62,68,68,2
62,62,68,68,2
61,61,68,68,2
61,61,68,68,2
61,61,68,68,2
61,61,68,68,2
61,61,68,68,2
61,61,68,68,2
61,61,68,68,2
61,61,68,68,2
61,61,68,68,2
60,60,68,68,2
60,60,68,68,2
60,60,68,68,2
60,60,68,68,2
60,60,68,68,2
60,60,68,68,2
60,60,68,68,2
60,60,68,68,2
60,60,68,68,2
59,59,68,68,2
59,59,68,68,2
59,59,68,68,2
58,58,68,68,2
58,58,68,68,2
58,58,68,68,2
58,58,68,68,2
57,57,68,68,2
57,57,68,68,2
57,57,68,68,2
57,57,68,68,2
56,56,68,68,2
68,68,69,69,2
68,68,69,69,2
67,67,69,69,2
67,67,69,69,2
67,67,69,69,2
67,67,69,69,2
67,67,69,69,2
66,66,69,69,2
66,66,69,69,2
66,66,69,69,2
66,66,69,69,2
66,66,69,69,2
66,66,69,69,2
65,65,69,69,2
65,65,69,69,2
65,65,69,69,2
65,65,69,69,2
65,65,69,69,2
65,65,69,69,2
65,65,69,69,2
65,65,69,69,2
65,65,69,69,2
65,65,69,69,2
64,64,69,69,2
64,64,69,69,2
64,64,69,69,2
64,64,69,69,2
64,64,69,69,2
64,64,69,69,2
64,64,69,69,2
64,64,69,69,2
64,64,69,69,2
64,64,69,69,2
64,64,69,69,2
64,64,69,69,2
64,64,69,69,2
64,64,69,69,2
64,64,69,69,2
64,64,69,69,2
64,64,69,69,2
64,64,69,69,2
64,64,69,69,2
64,64,69,69,2
64,64,69,69,2
64,64,69,69,2
63,63,69,69,2
63,63,69,69,2
63,63,69,69,2
63,63,69,69,2
63,63,69,69,2
63,63,69,69,2
63,63,69,69,2
63,63,69,69,2
63,63,69,69,2
63,63,69,69,2
63,63,69,69,2
63,63,69,69,2
63,63,69,69,2
63,63,69,69,2
63,63,69,69,2
63,63,69,69,2
62,62,69,69,2
62,62,69,69,2
62,62,69,69,2
62,62,69,69,2
62,62,69,69,2
62,62,69,69,2
62,62,69,69,2
62,62,69,69,2
62,62,69,69,2
61,61,69,69,2
61,61,69,69,2
61,61,69,69,2
61,61,69,69,2
61,61,69,69,2
61,61,69,69,2
61,61,69,69,2
61,61,69,69,2
61,61,69,69,2
61,61,69,69,2
61,61,69,69,2
61,61,69,69,2
61,61,69,69,2
60,60,69,69,2
60,60,69,69,2
60,60,69,69,2
60,60,69,69,2
60,60,69,69,2
60,60,69,69,2
60,60,69,69,2
60,60,69,69,2
60,60,69,69,2
59,59,69,69,2
59,59,69,69,2
59,59,69,69,2
59,59,69,69,2
59,59,69,69,2
59,59,69,69,2
59,59,69,69,2
58,58,69,69,2
57,57,69,69,2
56,56,69,69,2
55,55,69,69,2
53,53,69,69,2
69,69,70,70,2
69,69,70,70,2
69,69,70,70,2
68,68,70,70,2
68,68,70,70,2
68,68,70,70,2
68,68,70,70,2
68,68,70,70,2
68,68,70,70,2
68,68,70,70,2
68,68,70,70,2
68,68,70,70,2
68,68,70,70,2
67,67,70,70,2
67,67,70,70,2
67,67,70,70,2
67,67,70,70,2
67,67,70,70,2
67,67,70,70,2
67,67,70,70,2
67,67,70,70,2
67,67,70,70,2
67,67,70,70,2
67,67,70,70,2
67,67,70,70,2
67,67,70,70,2
66,66,70,70,2
66,66,70,70,2
66,66,70,70,2
66,66,70,70,2
66,66,70,70,2
66,66,70,70,2
66,66,70,70,2
66,66,70,70,2
66,66,70,70,2
66,66,70,70,2
66,66,70,70,2
65,65,70,70,2
65,65,70,70,2
65,65,70,70,2
65,65,70,70,2
65,65,70,70,2
65,65,70,70,2
65,65,70,70,2
65,65,70,70,2
65,65,70,70,2
65,65,70,70,2
65,65,70,70,2
65,65,70,70,2
65,65,70,70,2
65,65,70,70,2
65,65,70,70,2
65,65,70,70,2
65,65,70,70,2
65,65,70,70,2
65,65,70,70,2
65,65,70,70,2
64,64,70,70,2
64,64,70,70,2
64,64,70,70,2
64,64,70,70,2
64,64,70,70,2
64,64,70,70,2
64,64,70,70,2
64,64,70,70,2
64,64,70,70,2
64,64,70,70,2
64,64,70,70,2
64,64,70,70,2
64,64,70,70,2
64,64,70,70,2
64,64,70,70,2
63,63,70,70,2
63,63,70,70,2
63,63,70,70,2
63,63,70,70,2
63,63,70,70,2
63,63,70,70,2
63,63,70,70,2
63,63,70,70,2
63,63,70,70,2
63,63,70,70,2
63,63,70,70,2
63,63,70,70,2
63,63,70,70,2
63,63,70,70,2
62,62,70,70,2
62,62,70,70,2
62,62,70,70,2
62,62,70,70,2
62,62,70,70,2
62,62,70,70,2
62,62,70,70,2
62,62,70,70,2
62,62,70,70,2
62,62,70,70,2
61,61,70,70,2
61,61,70,70,2
60,60,70,70,2
60,60,70,70,2
60,60,70,70,2
60,60,70,70,2
60,60,70,70,2
60,60,70,70,2
60,60,70,70,2
60,60,70,70,2
59,59,70,70,2
59,59,70,70,2
59,59,70,70,2
59,59,70,70,2
59,59,70,70,2
59,59,70,70,2
58,58,70,70,2
58,58,70,70,2
58,58,70,70,2
56,56,70,70,2
55,55,70,70,2
70,70,71,71,2
70,70,71,71,2
70,70,71,71,2
69,69,71,71,2
69,69,71,71,2
69,69,71,71,2
69,69,71,71,2
69,69,71,71,2
68,68,71,71,2
68,68,71,71,2
68,68,71,71,2
68,68,71,71,2
68,68,71,71,2
68,68,71,71,2
68,68,71,71,2
68,68,71,71,2
68,68,71,71,2
68,68,71,71,2
68,68,71,71,2
68,68,71,71,2
68,68,71,71,2
68,68,71,71,2
68,68,71,71,2
68,68,71,71,2
68,68,71,71,2
67,67,71,71,2
67,67,71,71,2
67,67,71,71,2
67,67,71,71,2
67,67,71,71,2
67,67,71,71,2
67,67,71,71,2
67,67,71,71,2
67,67,71,71,2
67,67,71,71,2
67,67,71,71,2
67,67,71,71,2
67,67,71,71,2
67,67,71,71,2
67,67,71,71,2
67,67,71,71,2
67,67,71,71,2
67,67,71,71,2
67,67,71,71,2
67,67,71,71,2
67,67,71,71,2
67,67,71,71,2
67,67,71,71,2
66,66,71,71,2
66,66,71,71,2
66,66,71,71,2
66,66,71,71,2
66,66,71,71,2
66,66,71,71,2
66,66,71,71,2
66,66,71,71,2
66,66,71,71,2
66,66,71,71,2
66,66,71,71,2
66,66,71,71,2
66,66,71,71,2
66,66,71,71,2
66,66,71,71,2
66,66,71,71,2
66,66,71,71,2
66,66,71,71,2
66,66,71,71,2
66,66,71,71,2
66,66,71,71,2
65,65,71,71,2
65,65,71,71,2
65,65,71,71,2
65,65,71,71,2
65,65,71,71,2
65,65,71,71,2
65,65,71,71,2
65,65,71,71,2
65,65,71,71,2
65,65,71,71,2
65,65,71,71,2
65,65,71,71,2
65,65,71,71,2
65,65,71,71,2
65,65,71,71,2
65,65,71,71,2
65,65,71,71,2
65,65,71,71,2
65,65,71,71,2
65,65,71,71,2
65,65,71,71,2
64,64,71,71,2
64,64,71,71,2
64,64,71,71,2
64,64,71,71,2
64,64,71,71,2
64,64,71,71,2
64,64,71,71,2
64,64,71,71,2
64,64,71,71,2
64,64,71,71,2
64,64,71,71,2
64,64,71,71,2
64,64,71,71,2
64,64,71,71,2
64,64,71,71,2
64,64,71,71,2
63,63,71,71,2
63,63,71,71,2
63,63,71,71,2
63,63,71,71,2
63,63,71,71,2
63,63,71,71,2
63,63,71,71,2
63,63,71,71,2
63,63,71,71,2
63,63,71,71,2
63,63,71,71,2
63,63,71,71,2
63,63,71,71,2
63,63,71,71,2
63,63,71,71,2
63,63,71,71,2
63,63,71,71,2
63,63,71,71,2
63,63,71,71,2
63,63,71,71,2
62,62,71,71,2
62,62,71,71,2
62,62,71,71,2
62,62,71,71,2
61,61,71,71,2
61,61,71,71,2
61,61,71,71,2
60,60,71,71,2
60,60,71,71,2
60,60,71,71,2
60,60,71,71,2
60,60,71,71,2
59,59,71,71,2
59,59,71,71,2
58,58,71,71,2
56,56,71,71,2
56,56,71,71,2
71,71,72,72,2
70,70,72,72,2
70,70,72,72,2
70,70,72,72,2
70,70,72,72,2
70,70,72,72,2
69,69,72,72,2
69,69,72,72,2
69,69,72,72,2
69,69,72,72,2
69,69,72,72,2
69,69,72,72,2
69,69,72,72,2
69,69,72,72,2
69,69,72,72,2
69,69,72,72,2
69,69,72,72,2
69,69,72,72,2
69,69,72,72,2
69,69,72,72,2
69,69,72,72,2
68,68,72,72,2
68,68,72,72,2
68,68,72,72,2
68,68,72,72,2
68,68,72,72,2
68,68,72,72,2
68,68,72,72,2
68,68,72,72,2
68,68,72,72,2
68,68,72,72,2
68,68,72,72,2
68,68,72,72,2
68,68,72,72,2
68,68,72,72,2
68,68,72,72,2
68,68,72,72,2
68,68,72,72,2
68,68,72,72,2
68,68,72,72,2
68,68,72,72,2
68,68,72,72,2
68,68,72,72,2
68,68,72,72,2
67,67,72,72,2
67,67,72,72,2
67,67,72,72,2
67,67,72,72,2
67,67,72,72,2
67,67,72,72,2
67,67,72,72,2
67,67,72,72,2
67,67,72,72,2
67,67,72,72,2
67,67,72,72,2
67,67,72,72,2
67,67,72,72,2
67,67,72,72,2
67,67,72,72,2
67,67,72,72,2
67,67,72,72,2
67,67,72,72,2
66,66,72,72,2
66,66,72,72,2
66,66,72,72,2
66,66,72,72,2
66,66,72,72,2
66,66,72,72,2
66,66,72,72,2
66,66,72,72,2
66,66,72,72,2
66,66,72,72,2
66,66,72,72,2
66,66,72,72,2
66,66,72,72,2
66,66,72,72,2
66,66,72,72,2
66,66,72,72,2
66,66,72,72,2
66,66,72,72,2
66,66,72,72,2
66,66,72,72,2
65,65,72,72,2
65,65,72,72,2
65,65,72,72,2
65,65,72,72,2
65,65,72,72,2
65,65,72,72,2
65,65,72,72,2
65,65,72,72,2
65,65,72,72,2
65,65,72,72,2
65,65,72,72,2
65,65,72,72,2
65,65,72,72,2
65,65,72,72,2
65,65,72,72,2
65,65,72,72,2
65,65,72,72,2
65,65,72,72,2
65,65,72,72,2
65,65,72,72,2
65,65,72,72,2
65,65,72,72,2
65,65,72,72,2
65,65,72,72,2
65,65,72,72,2
65,65,72,72,2
65,65,72,72,2
65,65,72,72,2
64,64,72,72,2
64,64,72,72,2
64,64,72,72,2
64,64,72,72,2
64,64,72,72,2
64,64,72,72,2
64,64,72,72,2
64,64,72,72,2
64,64,72,72,2
64,64,72,72,2
64,64,72,72,2
64,64,72,72,2
64,64,72,72,2
64,64,72,72,2
64,64,72,72,2
64,64,72,72,2
64,64,72,72,2
64,64,72,72,2
63,63,72,72,2
63,63,72,72,2
63,63,72,72,2
63,63,72,72,2
63,63,72,72,2
63,63,72,72,2
63,63,72,72,2
63,63,72,72,2
63,63,72,72,2
62,62,72,72,2
62,62,72,72,2
62,62,72,72,2
62,62,72,72,2
61,61,72,72,2
61,61,72,72,2
60,60,72,72,2
60,60,72,72,2
60,60,72,72,2
60,60,72,72,2
60,60,72,72,2
58,58,72,72,2
57,57,72,72,2
55,55,72,72,2
72,72,73,73,2
72,72,73,73,2
72,72,73,73,2
71,71,73,73,2
71,71,73,73,2
71,71,73,73,2
71,71,73,73,2
71,71,73,73,2
71,71,73,73,2
70,70,73,73,2
70,70,73,73,2
70,70,73,73,2
70,70,73,73,2
70,70,73,73,2
70,70,73,73,2
70,70,73,73,2
70,70,73,73,2
70,70,73,73,2
70,70,73,73,2
70,70,73,73,2
70,70,73,73,2
70,70,73,73,2
70,70,73,73,2
70,70,73,73,2
69,69,73,73,2
69,69,73,73,2
69,69,73,73,2
69,69,73,73,2
69,69,73,73,2
69,69,73,73,2
69,69,73,73,2
69,69,73,73,2
69,69,73,73,2
69,69,73,73,2
68,68,73,73,2
68,68,73,73,2
68,68,73,73,2
68,68,73,73,2
68,68,73,73,2
68,68,73,73,2
68,68,73,73,2
68,68,73,73,2
68,68,73,73,2
68,68,73,73,2
68,68,73,73,2
68,68,73,73,2
68,68,73,73,2
68,68,73,73,2
68,68,73,73,2
68,68,73,73,2
68,68,73,73,2
68,68,73,73,2
68,68,73,73,2
67,67,73,73,2
67,67,73,73,2
67,67,73,73,2
67,67,73,73,2
67,67,73,73,2
67,67,73,73,2
67,67,73,73,2
67,67,73,73,2
67,67,73,73,2
67,67,73,73,2
67,67,73,73,2
67,67,73,73,2
67,67,73,73,2
67,67,73,73,2
67,67,73,73,2
67,67,73,73,2
67,67,73,73,2
67,67,73,73,2
67,67,73,73,2
67,67,73,73,2
67,67,73,73,2
67,67,73,73,2
67,67,73,73,2
67,67,73,73,2
67,67,73,73,2
67,67,73,73,2
67,67,73,73,2
67,67,73,73,2
67,67,73,73,2
67,67,73,73,2
67,67,73,73,2
67,67,73,73,2
67,67,73,73,2
67,67,73,73,2
66,66,73,73,2
66,66,73,73,2
66,66,73,73,2
66,66,73,73,2
66,66,73,73,2
66,66,73,73,2
66,66,73,73,2
66,66,73,73,2
66,66,73,73,2
66,66,73,73,2
66,66,73,73,2
66,66,73,73,2
66,66,73,73,2
66,66,73,73,2
66,66,73,73,2
66,66,73,73,2
66,66,73,73,2
66,66,73,73,2
66,66,73,73,2
66,66,73,73,2
66,66,73,73,2
66,66,73,73,2
66,66,73,73,2
65,65,73,73,2
65,65,73,73,2
65,65,73,73,2
65,65,73,73,2
65,65,73,73,2
65,65,73,73,2
65,65,73,73,2
65,65,73,73,2
65,65,73,73,2
65,65,73,73,2
65,65,73,73,2
65,65,73,73,2
65,65,73,73,2
65,65,73,73,2
65,65,73,73,2
65,65,73,73,2
65,65,73,73,2
65,65,73,73,2
65,65,73,73,2
64,64,73,73,2
64,64,73,73,2
64,64,73,73,2
64,64,73,73,2
64,64,73,73,2
64,64,73,73,2
64,64,73,73,2
64,64,73,73,2
