date,imported,local
0,1,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,1
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,1
15,0,0
16,0,0
17,0,0
18,0,1
19,0,0
20,0,0
21,0,0
22,0,1
23,0,0
24,0,0
25,0,1
26,0,0
27,0,0
28,0,1
29,0,1
30,0,1
31,0,2
32,0,2
33,0,0
34,0,2
35,0,4
36,0,4
37,0,3
38,0,4
39,0,2
40,0,5
41,0,4
42,0,9
43,0,11
44,0,13
45,0,16
46,0,9
47,0,14
48,0,16
49,0,27
50,0,22
51,0,33
52,0,23
53,0,37
54,0,35
55,0,42
56,0,58
57,0,58
58,0,74
59,0,82
60,0,86
61,0,93
62,0,108
63,0,119
64,0,167
65,0,183
66,0,204
67,0,206
68,0,250
69,0,320
70,0,345
71,0,389
72,0,476
73,0,503
74,0,620
75,0,648
76,0,745
77,0,913
78,0,994
79,0,1120
80,0,1206
81,0,1387
82,0,1580
83,0,1722
84,0,1896
85,0,2080
86,0,2339
87,0,2466
88,0,2690
89,0,2904
90,0,3080
91,0,3136
92,0,3385
93,0,3453
94,0,3431
95,0,3522
96,0,3529
97,0,3415
98,0,3266
99,0,3201
100,0,2958
101,0,2626
102,0,2590
103,0,2273
104,0,2131
105,0,1801
106,0,1739
107,0,1498
108,0,1268
109,0,1158
110,0,963
111,0,891
112,0,726
113,0,595
114,0,561
115,0,522
116,0,412
117,0,339
118,0,314
119,0,269
120,0,209
121,0,169
122,0,165
123,0,111
124,0,71
125,0,88
126,0,70
127,0,80
128,0,64
129,0,41
130,0,39
131,0,33
132,0,24
133,0,21
134,0,18
135,0,23
136,0,10
137,0,14
138,0,7
139,0,9
140,0,8
141,0,13
142,0,3
143,0,2
144,0,2
145,0,1
146,0,5
147,0,6
148,0,2
149,0,0
150,0,4
151,0,1
152,0,0
153,0,0
154,0,0
155,0,0
156,0,0
157,0,0
158,0,0
159,0,0
160,0,0
161,0,0
