date,imported,local
0,1,0
1,0,0
2,0,0
3,0,2
4,0,2
5,0,0
6,0,0
7,0,2
8,0,1
9,0,0
10,0,2
11,0,0
12,0,5
13,0,2
14,0,5
15,0,2
16,0,3
17,0,3
18,0,1
19,0,13
20,0,2
21,0,7
22,0,9
23,0,11
24,0,9
25,0,14
26,0,20
27,0,18
28,0,13
29,0,21
30,0,15
31,0,31
32,0,38
33,0,35
34,0,40
35,0,51
36,0,61
37,0,60
38,0,77
39,0,87
40,0,106
41,0,116
42,0,137
43,0,142
44,0,161
45,0,184
46,0,197
47,0,253
48,0,266
49,0,369
50,0,387
51,0,406
52,0,506
53,0,561
54,0,647
55,0,736
56,0,828
57,0,954
58,0,1033
59,0,1136
60,0,1350
61,0,1448
62,0,1712
63,0,1798
64,0,2125
65,0,2224
66,0,2466
67,0,2641
68,0,2779
69,0,2938
70,0,3279
71,0,3265
72,0,3564
73,0,3434
74,0,3660
75,0,3460
76,0,3470
77,0,3354
78,0,3275
79,0,3037
80,0,2921
81,0,2633
82,0,2328
83,0,2156
84,0,1978
85,0,1743
86,0,1533
87,0,1306
88,0,1152
89,0,1055
90,0,906
91,0,793
92,0,610
93,0,554
94,0,483
95,0,432
96,0,355
97,0,295
98,0,241
99,0,196
100,0,178
101,0,160
102,0,125
103,0,106
104,0,77
105,0,95
106,0,70
107,0,66
108,0,55
109,0,43
110,0,30
111,0,40
112,0,22
113,0,18
114,0,20
115,0,19
116,0,14
117,0,10
118,0,7
119,0,8
120,0,4
121,0,6
122,0,5
123,0,3
124,0,1
125,0,2
126,0,4
127,0,3
128,0,3
129,0,1
130,0,0
131,0,0
132,0,0
133,0,0
134,0,3
135,0,1
136,0,0
137,0,0
138,0,2
139,0,0
140,0,0
141,0,1
142,0,1
143,0,0
144,0,0
145,0,1
146,0,0
147,0,0
148,0,0
149,0,1
150,0,0
151,0,0
152,0,0
153,0,0
154,0,0
155,0,0
156,0,0
157,0,0
158,0,0
