date,imported,local
0,1,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,1
8,0,0
9,0,1
10,0,1
11,0,1
12,0,0
13,0,0
14,0,1
15,0,1
16,0,3
17,0,3
18,0,2
19,0,1
20,0,2
21,0,1
22,0,2
23,0,1
24,0,4
25,0,2
26,0,4
27,0,3
28,0,4
29,0,7
30,0,11
31,0,5
32,0,7
33,0,12
34,0,16
35,0,14
36,0,19
37,0,19
38,0,11
39,0,27
40,0,27
41,0,39
42,0,34
43,0,44
44,0,51
45,0,50
46,0,75
47,0,65
48,0,78
49,0,108
50,0,113
51,0,139
52,0,129
53,0,180
54,0,168
55,0,228
56,0,232
57,0,287
58,0,337
59,0,376
60,0,453
61,0,516
62,0,568
63,0,685
64,0,751
65,0,789
66,0,986
67,0,1041
68,0,1210
69,0,1426
70,0,1561
71,0,1730
72,0,1821
73,0,2146
74,0,2232
75,0,2530
76,0,2670
77,0,2899
78,0,3158
79,0,3229
80,0,3308
81,0,3524
82,0,3559
83,0,3466
84,0,3573
85,0,3491
86,0,3442
87,0,3153
88,0,2945
89,0,2787
90,0,2624
91,0,2366
92,0,2114
93,0,1900
94,0,1731
95,0,1487
96,0,1284
97,0,1132
98,0,994
99,0,854
100,0,722
101,0,607
102,0,527
103,0,430
104,0,410
105,0,358
106,0,294
107,0,244
108,0,210
109,0,183
110,0,159
111,0,125
112,0,110
113,0,90
114,0,76
115,0,62
116,0,49
117,0,35
118,0,48
119,0,44
120,0,20
121,0,22
122,0,19
123,0,10
124,0,20
125,0,10
126,0,12
127,0,7
128,0,9
129,0,4
130,0,3
131,0,3
132,0,2
133,0,3
134,0,4
135,0,1
136,0,0
137,0,2
138,0,1
139,0,0
140,0,1
141,0,4
142,0,0
143,0,0
144,0,0
145,0,0
146,0,1
147,0,0
148,0,0
149,0,0
150,0,0
151,0,0
152,0,0
153,0,0
154,0,0
155,0,0
156,0,0
157,0,0
158,0,0
159,0,0
160,0,0
