date,imported,local
0,1,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,1
8,0,0
9,0,0
10,0,0
11,0,0
12,0,1
13,0,2
14,0,1
15,0,1
16,0,1
17,0,1
18,0,0
19,0,1
20,0,0
21,0,2
22,0,2
23,0,6
24,0,4
25,0,3
26,0,6
27,0,6
28,0,5
29,0,5
30,0,8
31,0,9
32,0,12
33,0,12
34,0,14
35,0,16
36,0,23
37,0,25
38,0,25
39,0,33
40,0,41
41,0,40
42,0,53
43,0,45
44,0,71
45,0,86
46,0,79
47,0,113
48,0,121
49,0,142
50,0,154
51,0,175
52,0,220
53,0,222
54,0,267
55,0,312
56,0,345
57,0,410
58,0,495
59,0,546
60,0,609
61,0,691
62,0,806
63,0,936
64,0,1079
65,0,1122
66,0,1336
67,0,1457
68,0,1665
69,0,1860
70,0,1992
71,0,2188
72,0,2490
73,0,2610
74,0,2813
75,0,2936
76,0,3009
77,0,3335
78,0,3347
79,0,3495
80,0,3509
81,0,3482
82,0,3422
83,0,3284
84,0,3140
85,0,3093
86,0,2891
87,0,2728
88,0,2459
89,0,2244
90,0,2035
91,0,1816
92,0,1595
93,0,1424
94,0,1248
95,0,1066
96,0,871
97,0,761
98,0,690
99,0,616
100,0,499
101,0,429
102,0,357
103,0,338
104,0,285
105,0,222
106,0,173
107,0,152
108,0,126
109,0,116
110,0,92
111,0,82
112,0,75
113,0,63
114,0,43
115,0,50
116,0,30
117,0,24
118,0,31
119,0,17
120,0,11
121,0,14
122,0,12
123,0,11
124,0,5
125,0,9
126,0,11
127,0,5
128,0,1
129,0,5
130,0,4
131,0,1
132,0,2
133,0,4
134,0,3
135,0,0
136,0,1
137,0,2
138,0,2
139,0,0
140,0,0
141,0,0
142,0,0
143,0,0
144,0,0
145,0,1
146,0,0
147,0,0
148,0,0
149,0,1
150,0,0
151,0,0
152,0,0
153,0,0
154,0,0
155,0,0
156,0,0
