date,imported,local
0,1,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,2
9,0,1
10,0,1
11,0,1
12,0,1
13,0,0
14,0,0
15,0,2
16,0,0
17,0,1
18,0,0
19,0,2
20,0,1
21,0,2
22,0,1
23,0,1
24,0,2
25,0,2
26,0,4
27,0,0
28,0,3
29,0,1
30,0,1
31,0,4
32,0,5
33,0,4
34,0,3
35,0,6
36,0,12
37,0,11
38,0,10
39,0,12
40,0,13
41,0,12
42,0,21
43,0,25
44,0,20
45,0,25
46,0,35
47,0,33
48,0,43
49,0,42
50,0,61
51,0,65
52,0,84
53,0,81
54,0,100
55,0,120
56,0,145
57,0,149
58,0,149
59,0,214
60,0,233
61,0,265
62,0,288
63,0,326
64,0,393
65,0,451
66,0,514
67,0,587
68,0,668
69,0,718
70,0,853
71,0,1051
72,0,1049
73,0,1252
74,0,1340
75,0,1539
76,0,1700
77,0,1861
78,0,2012
79,0,2325
80,0,2407
81,0,2740
82,0,2900
83,0,3004
84,0,3225
85,0,3385
86,0,3434
87,0,3637
88,0,3446
89,0,3651
90,0,3476
91,0,3369
92,0,3221
93,0,3003
94,0,2830
95,0,2586
96,0,2283
97,0,2147
98,0,1885
99,0,1716
100,0,1526
101,0,1283
102,0,1128
103,0,1053
104,0,843
105,0,718
106,0,681
107,0,538
108,0,456
109,0,368
110,0,303
111,0,316
112,0,233
113,0,232
114,0,183
115,0,165
116,0,124
117,0,90
118,0,95
119,0,73
120,0,66
121,0,56
122,0,41
123,0,33
124,0,34
125,0,34
126,0,32
127,0,20
128,0,8
129,0,12
130,0,17
131,0,9
132,0,13
133,0,6
134,0,10
135,0,7
136,0,6
137,0,2
138,0,2
139,0,2
140,0,2
141,0,0
142,0,2
143,0,1
144,0,1
145,0,3
146,0,0
147,0,2
148,0,0
149,0,0
150,0,0
151,0,2
152,0,0
153,0,0
154,0,0
155,0,2
156,0,1
157,0,0
158,0,0
159,0,0
160,0,0
161,0,0
162,0,0
163,0,0
164,0,0
165,0,0
166,0,0
