date,imported,local
0,1,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,1
13,0,0
14,0,1
15,0,2
16,0,0
17,0,0
18,0,1
19,0,1
20,0,2
21,0,3
22,0,2
23,0,1
24,0,3
25,0,4
26,0,2
27,0,0
28,0,5
29,0,6
30,0,3
31,0,3
32,0,8
33,0,3
34,0,10
35,0,7
36,0,16
37,0,13
38,0,5
39,0,22
40,0,17
41,0,19
42,0,32
43,0,40
44,0,33
45,0,35
46,0,37
47,0,52
48,0,53
49,0,72
50,0,58
51,0,80
52,0,105
53,0,127
54,0,133
55,0,150
56,0,171
57,0,200
58,0,235
59,0,255
60,0,341
61,0,314
62,0,399
63,0,417
64,0,522
65,0,587
66,0,685
67,0,764
68,0,853
69,0,961
70,0,1036
71,0,1293
72,0,1430
73,0,1533
74,0,1737
75,0,1882
76,0,2216
77,0,2288
78,0,2612
79,0,2713
80,0,2944
81,0,3144
82,0,3145
83,0,3359
84,0,3488
85,0,3502
86,0,3452
87,0,3481
88,0,3374
89,0,3283
90,0,3141
91,0,3061
92,0,2793
93,0,2597
94,0,2310
95,0,2055
96,0,1887
97,0,1690
98,0,1408
99,0,1311
100,0,1207
101,0,971
102,0,850
103,0,732
104,0,607
105,0,540
106,0,468
107,0,396
108,0,310
109,0,267
110,0,236
111,0,211
112,0,150
113,0,151
114,0,110
115,0,91
116,0,75
117,0,80
118,0,54
119,0,53
120,0,36
121,0,49
122,0,29
123,0,22
124,0,27
125,0,22
126,0,19
127,0,14
128,0,16
129,0,7
130,0,7
131,0,7
132,0,4
133,0,4
134,0,3
135,0,1
136,0,7
137,0,1
138,0,2
139,0,2
140,0,4
141,0,1
142,0,0
143,0,1
144,0,1
145,0,1
146,0,1
147,0,0
148,0,0
149,0,0
150,0,0
151,0,0
152,0,0
153,0,0
154,0,0
155,0,0
156,0,0
157,0,0
158,0,0
159,0,0
160,0,0
