date,imported,local
0,1,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,4
7,0,0
8,0,0
9,0,0
10,0,1
11,0,5
12,0,1
13,0,1
14,0,2
15,0,3
16,0,3
17,0,7
18,0,0
19,0,8
20,0,4
21,0,8
22,0,5
23,0,7
24,0,10
25,0,13
26,0,10
27,0,26
28,0,15
29,0,18
30,0,17
31,0,30
32,0,38
33,0,30
34,0,53
35,0,59
36,0,49
37,0,74
38,0,66
39,0,91
40,0,97
41,0,103
42,0,150
43,0,175
44,0,184
45,0,198
46,0,238
47,0,279
48,0,281
49,0,400
50,0,406
51,0,496
52,0,547
53,0,634
54,0,699
55,0,776
56,0,843
57,0,1012
58,0,1161
59,0,1304
60,0,1465
61,0,1564
62,0,1766
63,0,1997
64,0,2132
65,0,2405
66,0,2437
67,0,2746
68,0,2904
69,0,3096
70,0,3292
71,0,3404
72,0,3452
73,0,3477
74,0,3469
75,0,3457
76,0,3461
77,0,3259
78,0,3098
79,0,2881
80,0,2722
81,0,2583
82,0,2272
83,0,2050
84,0,1813
85,0,1574
86,0,1412
87,0,1264
88,0,1078
89,0,1016
90,0,891
91,0,701
92,0,576
93,0,551
94,0,441
95,0,375
96,0,355
97,0,290
98,0,230
99,0,204
100,0,178
101,0,146
102,0,106
103,0,105
104,0,87
105,0,70
106,0,61
107,0,55
108,0,37
109,0,35
110,0,31
111,0,34
112,0,21
113,0,25
114,0,13
115,0,12
116,0,12
117,0,7
118,0,4
119,0,6
120,0,6
121,0,3
122,0,1
123,0,4
124,0,4
125,0,5
126,0,2
127,0,2
128,0,0
129,0,1
130,0,1
131,0,1
132,0,2
133,0,0
134,0,1
135,0,1
136,0,0
137,0,1
138,0,0
139,0,0
140,0,0
141,0,0
142,0,0
143,0,0
144,0,0
145,0,0
146,0,0
147,0,0
148,0,0
