date,imported,local
0,1,0
1,0,0
2,0,0
3,0,0
4,0,1
5,0,2
6,0,1
7,0,1
8,0,1
9,0,4
10,0,1
11,0,1
12,0,1
13,0,2
14,0,2
15,0,4
16,0,0
17,0,3
18,0,1
19,0,2
20,0,6
21,0,5
22,0,2
23,0,3
24,0,8
25,0,7
26,0,4
27,0,11
28,0,3
29,0,9
30,0,10
31,0,12
32,0,12
33,0,12
34,0,15
35,0,22
36,0,19
37,0,33
38,0,30
39,0,36
40,0,32
41,0,47
42,0,62
43,0,76
44,0,87
45,0,75
46,0,118
47,0,134
48,0,126
49,0,160
50,0,183
51,0,213
52,0,248
53,0,240
54,0,321
55,0,354
56,0,399
57,0,484
58,0,553
59,0,583
60,0,633
61,0,793
62,0,917
63,0,984
64,0,1160
65,0,1221
66,0,1455
67,0,1573
68,0,1746
69,0,1979
70,0,2023
71,0,2362
72,0,2660
73,0,2884
74,0,2942
75,0,3118
76,0,3298
77,0,3318
78,0,3438
79,0,3602
80,0,3592
81,0,3355
82,0,3478
83,0,3214
84,0,3076
85,0,2956
86,0,2704
87,0,2626
88,0,2297
89,0,2009
90,0,1871
91,0,1556
92,0,1407
93,0,1205
94,0,1091
95,0,919
96,0,817
97,0,648
98,0,580
99,0,533
100,0,406
101,0,373
102,0,307
103,0,263
104,0,215
105,0,181
106,0,144
107,0,139
108,0,146
109,0,112
110,0,90
111,0,66
112,0,66
113,0,48
114,0,40
115,0,41
116,0,34
117,0,24
118,0,33
119,0,18
120,0,12
121,0,14
122,0,11
123,0,14
124,0,10
125,0,7
126,0,6
127,0,3
128,0,3
129,0,1
130,0,2
131,0,1
132,0,3
133,0,1
134,0,3
135,0,2
136,0,0
137,0,1
138,0,0
139,0,0
140,0,1
141,0,1
142,0,0
143,0,1
144,0,0
145,0,0
146,0,0
147,0,0
148,0,0
149,0,0
150,0,1
151,0,0
152,0,0
153,0,0
154,0,0
155,0,0
156,0,0
157,0,0
158,0,0
159,0,0
