date,imported,local
0,1,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,1
8,0,0
9,0,0
10,0,1
11,0,0
12,0,2
13,0,1
14,0,1
15,0,0
16,0,4
17,0,1
18,0,5
19,0,3
20,0,2
21,0,3
22,0,7
23,0,4
24,0,4
25,0,5
26,0,5
27,0,16
28,0,12
29,0,11
30,0,17
31,0,9
32,0,14
33,0,16
34,0,24
35,0,27
36,0,28
37,0,50
38,0,47
39,0,47
40,0,58
41,0,65
42,0,71
43,0,103
44,0,117
45,0,137
46,0,144
47,0,154
48,0,188
49,0,214
50,0,225
51,0,308
52,0,332
53,0,372
54,0,415
55,0,482
56,0,561
57,0,626
58,0,721
59,0,761
60,0,951
61,0,1037
62,0,1180
63,0,1283
64,0,1422
65,0,1522
66,0,1880
67,0,1947
68,0,2136
69,0,2382
70,0,2533
71,0,2722
72,0,2924
73,0,3098
74,0,3293
75,0,3340
76,0,3438
77,0,3547
78,0,3659
79,0,3403
80,0,3322
81,0,3139
82,0,3111
83,0,2809
84,0,2758
85,0,2415
86,0,2306
87,0,1951
88,0,1823
89,0,1583
90,0,1424
91,0,1232
92,0,1070
93,0,944
94,0,842
95,0,657
96,0,608
97,0,536
98,0,481
99,0,402
100,0,315
101,0,264
102,0,257
103,0,203
104,0,157
105,0,146
106,0,125
107,0,110
108,0,83
109,0,79
110,0,73
111,0,55
112,0,53
113,0,45
114,0,46
115,0,27
116,0,17
117,0,24
118,0,15
119,0,15
120,0,13
121,0,14
122,0,11
123,0,2
124,0,6
125,0,4
126,0,2
127,0,2
128,0,2
129,0,3
130,0,2
131,0,3
132,0,1
133,0,2
134,0,1
135,0,1
136,0,0
137,0,0
138,0,1
139,0,0
140,0,1
141,0,0
142,0,0
143,0,0
144,0,0
145,0,0
146,0,0
147,0,1
148,0,0
149,0,0
150,0,0
151,0,0
152,0,1
153,0,0
154,0,1
155,0,0
156,0,0
157,0,0
158,0,0
159,0,0
160,0,0
161,0,0
162,0,0
