date,imported,local
0,1,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,1
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,1
16,0,1
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0,1
24,0,3
25,0,0
26,0,1
27,0,3
28,0,3
29,0,2
30,0,2
31,0,2
32,0,3
33,0,5
34,0,6
35,0,5
36,0,8
37,0,7
38,0,7
39,0,10
40,0,8
41,0,13
42,0,18
43,0,20
44,0,26
45,0,24
46,0,28
47,0,41
48,0,48
49,0,38
50,0,49
51,0,58
52,0,74
53,0,98
54,0,91
55,0,113
56,0,148
57,0,135
58,0,186
59,0,213
60,0,239
61,0,264
62,0,289
63,0,333
64,0,417
65,0,458
66,0,567
67,0,618
68,0,698
69,0,781
70,0,899
71,0,998
72,0,1047
73,0,1206
74,0,1265
75,0,1508
76,0,1445
77,0,1613
78,0,1738
79,0,1810
80,0,1871
81,0,1910
82,0,1985
83,0,1879
84,0,1976
85,0,1898
86,0,1847
87,0,1799
88,0,1676
89,0,1497
90,0,1431
91,0,1324
92,0,1149
93,0,1002
94,0,900
95,0,779
96,0,680
97,0,587
98,0,516
99,0,421
100,0,387
101,0,323
102,0,277
103,0,237
104,0,206
105,0,188
106,0,143
107,0,123
108,0,98
109,0,82
110,0,77
111,0,74
112,0,58
113,0,53
114,0,47
115,0,40
116,0,31
117,0,20
118,0,23
119,0,13
120,0,9
121,0,5
122,0,10
123,0,6
124,0,9
125,0,7
126,0,9
127,0,4
128,0,2
129,0,4
130,0,2
131,0,3
132,0,1
133,0,0
134,0,0
135,0,3
136,0,1
137,0,0
138,0,1
139,0,0
140,0,0
141,0,0
142,0,0
143,0,0
144,0,0
145,0,0
146,0,0
147,0,0
148,0,0
149,0,0
150,0,0
151,0,0
152,0,1
153,0,0
154,0,0
155,0,0
156,0,0
157,0,0
158,0,0
159,0,0
160,0,0
161,0,0
162,0,0
