date,imported,local
0,1,0
1,0,0
2,0,0
3,0,0
4,0,1
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,1
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,0,0
20,0,1
21,0,2
22,0,0
23,0,1
24,0,0
25,0,1
26,0,3
27,0,1
28,0,2
29,0,0
30,0,0
31,0,2
32,0,3
33,0,3
34,0,1
35,0,3
36,0,2
37,0,3
38,0,5
39,0,10
40,0,4
41,0,3
42,0,9
43,0,4
44,0,11
45,0,7
46,0,13
47,0,14
48,0,11
49,0,13
50,0,19
51,0,32
52,0,23
53,0,25
54,0,26
55,0,44
56,0,46
57,0,43
58,0,73
59,0,58
60,0,67
61,0,82
62,0,111
63,0,101
64,0,118
65,0,131
66,0,206
67,0,187
68,0,212
69,0,240
70,0,265
71,0,334
72,0,335
73,0,414
74,0,498
75,0,527
76,0,653
77,0,721
78,0,790
79,0,925
80,0,1033
81,0,1170
82,0,1346
83,0,1477
84,0,1653
85,0,1786
86,0,2015
87,0,2261
88,0,2366
89,0,2706
90,0,2854
91,0,3030
92,0,3098
93,0,3322
94,0,3346
95,0,3497
96,0,3553
97,0,3437
98,0,3589
99,0,3430
100,0,3157
101,0,3139
102,0,2918
103,0,2692
104,0,2407
105,0,2228
106,0,1946
107,0,1735
108,0,1637
109,0,1436
110,0,1205
111,0,998
112,0,859
113,0,780
114,0,643
115,0,551
116,0,488
117,0,425
118,0,337
119,0,292
120,0,250
121,0,235
122,0,175
123,0,154
124,0,121
125,0,114
126,0,88
127,0,76
128,0,66
129,0,62
130,0,52
131,0,50
132,0,44
133,0,33
134,0,28
135,0,17
136,0,18
137,0,17
138,0,16
139,0,19
140,0,12
141,0,6
142,0,10
143,0,5
144,0,1
145,0,4
146,0,7
147,0,0
148,0,1
149,0,1
150,0,2
151,0,2
152,0,1
153,0,0
154,0,1
155,0,0
156,0,1
157,0,1
158,0,0
159,0,0
160,0,0
161,0,0
162,0,0
163,0,0
164,0,0
165,0,0
166,0,0
167,0,0
168,0,0
169,0,0
170,0,0
171,0,0
