date,imported,local
0,1,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,1
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,1
13,0,0
14,0,0
15,0,1
16,0,0
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
22,0,1
23,0,1
24,0,0
25,0,0
26,0,0
27,0,0
28,0,2
29,0,0
30,0,0
31,0,2
32,0,0
33,0,0
34,0,1
35,0,2
36,0,3
37,0,0
38,0,1
39,0,4
40,0,1
41,0,0
42,0,0
43,0,2
44,0,2
45,0,2
46,0,2
47,0,4
48,0,8
49,0,6
50,0,5
51,0,9
52,0,4
53,0,6
54,0,5
55,0,18
56,0,14
57,0,14
58,0,16
59,0,20
60,0,21
61,0,30
62,0,31
63,0,35
64,0,53
65,0,42
66,0,58
67,0,46
68,0,58
69,0,72
70,0,85
71,0,117
72,0,137
73,0,138
74,0,148
75,0,172
76,0,216
77,0,210
78,0,276
79,0,309
80,0,332
81,0,386
82,0,473
83,0,540
84,0,567
85,0,665
86,0,778
87,0,840
88,0,897
89,0,1131
90,0,1324
91,0,1369
92,0,1515
93,0,1695
94,0,1853
95,0,2090
96,0,2306
97,0,2556
98,0,2653
99,0,2831
100,0,3015
101,0,3197
102,0,3200
103,0,3398
104,0,3486
105,0,3533
106,0,3528
107,0,3495
108,0,3300
109,0,3180
110,0,2890
111,0,2793
112,0,2686
113,0,2355
114,0,2091
115,0,1911
116,0,1750
117,0,1544
118,0,1377
119,0,1145
120,0,998
121,0,839
122,0,693
123,0,598
124,0,506
125,0,450
126,0,409
127,0,321
128,0,298
129,0,222
130,0,216
131,0,173
132,0,141
133,0,132
134,0,93
135,0,84
136,0,79
137,0,78
138,0,50
139,0,57
140,0,53
141,0,28
142,0,28
143,0,25
144,0,17
145,0,16
146,0,13
147,0,13
148,0,15
149,0,5
150,0,5
151,0,9
152,0,8
153,0,7
154,0,9
155,0,5
156,0,3
157,0,2
158,0,0
159,0,1
160,0,0
161,0,1
162,0,2
163,0,3
164,0,3
165,0,0
166,0,0
167,0,0
168,0,0
169,0,0
170,0,0
171,0,0
172,0,0
173,0,0
174,0,0
175,0,0
176,0,0
177,0,0
178,0,0
179,0,0
180,0,0
