date,imported,local
0,1,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,1
11,0,1
12,0,1
13,0,3
14,0,2
15,0,3
16,0,1
17,0,1
18,0,3
19,0,0
20,0,1
21,0,4
22,0,4
23,0,9
24,0,4
25,0,3
26,0,8
27,0,5
28,0,7
29,0,13
30,0,13
31,0,8
32,0,18
33,0,14
34,0,20
35,0,24
36,0,25
37,0,42
38,0,43
39,0,35
40,0,34
41,0,59
42,0,56
43,0,54
44,0,78
45,0,100
46,0,116
47,0,122
48,0,132
49,0,149
50,0,163
51,0,204
52,0,245
53,0,272
54,0,301
55,0,333
56,0,405
57,0,461
58,0,508
59,0,606
60,0,733
61,0,831
62,0,867
63,0,1003
64,0,1118
65,0,1235
66,0,1419
67,0,1663
68,0,1809
69,0,2058
70,0,2098
71,0,2388
72,0,2479
73,0,2766
74,0,2937
75,0,3058
76,0,3325
77,0,3332
78,0,3523
79,0,3380
80,0,3561
81,0,3495
82,0,3376
83,0,3318
84,0,3108
85,0,2889
86,0,2701
87,0,2512
88,0,2261
89,0,2066
90,0,1933
91,0,1605
92,0,1400
93,0,1224
94,0,1101
95,0,962
96,0,809
97,0,709
98,0,584
99,0,516
100,0,434
101,0,361
102,0,319
103,0,271
104,0,225
105,0,164
106,0,157
107,0,135
108,0,110
109,0,100
110,0,89
111,0,66
112,0,68
113,0,51
114,0,42
115,0,36
116,0,31
117,0,26
118,0,29
119,0,18
120,0,14
121,0,10
122,0,9
123,0,12
124,0,10
125,0,5
126,0,4
127,0,5
128,0,3
129,0,6
130,0,0
131,0,3
132,0,0
133,0,1
134,0,2
135,0,0
136,0,1
137,0,1
138,0,0
139,0,0
140,0,1
141,0,1
142,0,1
143,0,0
144,0,0
145,0,1
146,0,0
147,0,0
148,0,1
149,0,0
150,0,0
151,0,0
152,0,1
153,0,2
154,0,0
155,0,0
156,0,0
157,0,0
158,0,0
159,0,0
160,0,0
