date,imported,local
0,1,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,3
13,0,1
14,0,1
15,0,3
16,0,2
17,0,8
18,0,2
19,0,2
20,0,10
21,0,38
22,0,50
23,0,62
24,0,93
25,0,112
26,0,137
27,0,173
28,0,247
29,0,269
30,0,388
31,0,452
32,0,574
33,0,569
34,0,743
35,0,808
36,0,889
37,0,968
38,0,991
39,0,1042
40,0,1065
41,0,987
42,0,1021
43,0,987
44,0,897
45,0,868
46,0,756
47,0,715
48,0,706
49,0,595
50,0,513
51,0,440
52,0,387
53,0,348
54,0,272
55,0,277
56,0,233
57,0,191
58,0,169
59,0,144
60,0,126
61,0,96
62,0,77
63,0,68
64,0,68
65,0,61
66,0,42
67,0,43
68,0,34
69,0,23
70,0,28
71,0,22
72,0,12
73,0,12
74,0,18
75,0,18
76,0,9
77,0,10
78,0,4
79,0,2
80,0,1
81,0,3
82,0,3
83,0,2
84,0,1
85,0,1
86,0,3
87,0,0
88,0,2
89,0,0
90,0,0
91,0,1
92,0,1
93,0,1
94,0,0
95,0,0
96,0,0
97,0,0
98,0,1
99,0,0
100,0,0
101,0,0
102,0,0
103,0,0
104,0,0
105,0,0
106,0,0
107,0,0
108,0,0
109,0,0
110,0,0
111,0,0
112,0,0
113,0,0
114,0,0
115,0,0
116,0,0
117,0,0
