date,imported,local
0,1,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,1
7,0,0
8,0,1
9,0,0
10,0,0
11,0,0
12,0,0
13,0,2
14,0,1
15,0,1
16,0,0
17,0,5
18,0,2
19,0,0
20,0,2
21,0,5
22,0,9
23,0,7
24,0,13
25,0,41
26,0,49
27,0,49
28,0,28
29,0,78
30,0,109
31,0,160
32,0,214
33,0,280
34,0,304
35,0,425
36,0,630
37,0,743
38,0,879
39,0,1207
40,0,1472
41,0,1934
42,0,2163
43,0,2458
44,0,2790
45,0,3051
46,0,3358
47,0,3759
48,0,4023
49,0,4047
50,0,4112
51,0,4164
52,0,4133
53,0,3905
54,0,3829
55,0,3516
56,0,3226
57,0,2850
58,0,2614
59,0,2355
60,0,2093
61,0,1818
62,0,1580
63,0,1424
64,0,1265
65,0,1044
66,0,909
67,0,741
68,0,678
69,0,579
70,0,502
71,0,422
72,0,377
73,0,291
74,0,259
75,0,223
76,0,191
77,0,162
78,0,162
79,0,93
80,0,97
81,0,83
82,0,59
83,0,62
84,0,57
85,0,46
86,0,44
87,0,38
88,0,27
89,0,26
90,0,19
91,0,12
92,0,11
93,0,12
94,0,7
95,0,5
96,0,5
97,0,4
98,0,6
99,0,4
100,0,3
101,0,1
102,0,1
103,0,2
104,0,0
105,0,1
106,0,0
107,0,1
108,0,2
109,0,0
110,0,0
111,0,0
112,0,0
113,0,0
114,0,0
115,0,1
116,0,0
117,0,0
118,0,1
119,0,0
120,0,0
121,0,0
122,0,0
123,0,0
124,0,0
125,0,0
