date,imported,local
0,1,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,2
7,0,0
8,0,2
9,0,1
10,0,1
11,0,1
12,0,0
13,0,3
14,0,0
15,0,3
16,0,3
17,0,3
18,0,1
19,0,2
20,0,2
21,0,5
22,0,10
23,0,11
24,0,17
25,0,26
26,0,30
27,0,45
28,0,52
29,0,53
30,0,74
31,0,94
32,0,156
33,0,234
34,0,243
35,0,383
36,0,455
37,0,542
38,0,733
39,0,872
40,0,1238
41,0,1446
42,0,1739
43,0,2135
44,0,2400
45,0,2953
46,0,3142
47,0,3453
48,0,3745
49,0,4023
50,0,4053
51,0,4117
52,0,4082
53,0,4081
54,0,4033
55,0,3761
56,0,3444
57,0,3027
58,0,2932
59,0,2625
60,0,2367
61,0,2098
62,0,1835
63,0,1633
64,0,1440
65,0,1197
66,0,1081
67,0,928
68,0,851
69,0,683
70,0,562
71,0,502
72,0,423
73,0,342
74,0,303
75,0,243
76,0,213
77,0,202
78,0,143
79,0,121
80,0,126
81,0,83
82,0,67
83,0,70
84,0,65
85,0,54
86,0,38
87,0,28
88,0,35
89,0,18
90,0,28
91,0,17
92,0,17
93,0,21
94,0,7
95,0,22
96,0,7
97,0,2
98,0,4
99,0,1
100,0,4
101,0,8
102,0,1
103,0,0
104,0,2
105,0,2
106,0,0
107,0,0
108,0,2
109,0,0
110,0,1
111,0,0
112,0,1
113,0,0
114,0,0
115,0,1
116,0,0
117,0,0
118,0,0
119,0,0
120,0,0
121,0,0
122,0,0
123,0,0
