date,imported,local
0,1,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,1
10,0,0
11,0,0
12,0,0
13,0,0
14,0,8
15,0,12
16,0,6
17,0,17
18,0,26
19,0,12
20,0,24
21,0,28
22,0,52
23,0,92
24,0,95
25,0,109
26,0,125
27,0,170
28,0,245
29,0,379
30,0,443
31,0,590
32,0,767
33,0,948
34,0,1172
35,0,1365
36,0,1811
37,0,2114
38,0,2366
39,0,2761
40,0,3148
41,0,3441
42,0,3829
43,0,3912
44,0,4212
45,0,4109
46,0,4151
47,0,3984
48,0,3870
49,0,3660
50,0,3429
51,0,3251
52,0,2966
53,0,2675
54,0,2408
55,0,2165
56,0,1825
57,0,1636
58,0,1426
59,0,1209
60,0,1028
61,0,923
62,0,816
63,0,671
64,0,595
65,0,505
66,0,461
67,0,347
68,0,310
69,0,264
70,0,215
71,0,182
72,0,169
73,0,125
74,0,117
75,0,98
76,0,85
77,0,64
78,0,68
79,0,63
80,0,38
81,0,31
82,0,27
83,0,30
84,0,32
85,0,17
86,0,14
87,0,11
88,0,7
89,0,14
90,0,9
91,0,10
92,0,6
93,0,4
94,0,5
95,0,1
96,0,1
97,0,3
98,0,4
99,0,1
100,0,1
101,0,1
102,0,0
103,0,1
104,0,3
105,0,2
106,0,0
107,0,1
108,0,1
109,0,1
110,0,1
111,0,0
112,0,0
113,0,0
114,0,0
115,0,0
116,0,0
117,0,0
118,0,0
