date,imported,local
0,1,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,1
6,0,0
7,0,1
8,0,0
9,0,0
10,0,1
11,0,3
12,0,6
13,0,1
14,0,3
15,0,1
16,0,4
17,0,8
18,0,7
19,0,8
20,0,11
21,0,14
22,0,10
23,0,26
24,0,50
25,0,50
26,0,42
27,0,84
28,0,83
29,0,102
30,0,160
31,0,207
32,0,256
33,0,286
34,0,386
35,0,530
36,0,748
37,0,892
38,0,1039
39,0,1449
40,0,1686
41,0,2125
42,0,2389
43,0,2824
44,0,3094
45,0,3471
46,0,3675
47,0,3862
48,0,4180
49,0,4168
50,0,4054
51,0,4029
52,0,3986
53,0,3735
54,0,3597
55,0,3309
56,0,2933
57,0,2700
58,0,2349
59,0,2133
60,0,1866
61,0,1632
62,0,1440
63,0,1230
64,0,1094
65,0,887
66,0,777
67,0,642
68,0,564
69,0,507
70,0,444
71,0,375
72,0,298
73,0,253
74,0,224
75,0,187
76,0,156
77,0,154
78,0,126
79,0,99
80,0,84
81,0,65
82,0,53
83,0,61
84,0,42
85,0,50
86,0,32
87,0,24
88,0,25
89,0,20
90,0,15
91,0,14
92,0,13
93,0,9
94,0,8
95,0,5
96,0,4
97,0,7
98,0,4
99,0,0
100,0,8
101,0,4
102,0,2
103,0,0
104,0,2
105,0,0
106,0,1
107,0,1
108,0,0
109,0,1
110,0,0
111,0,0
112,0,0
113,0,1
114,0,1
115,0,0
116,0,0
117,0,0
118,0,0
119,0,0
120,0,2
121,0,0
122,0,0
123,0,0
124,0,1
125,0,0
126,0,0
127,0,0
128,0,0
129,0,1
130,0,0
131,0,0
132,0,0
133,0,0
134,0,0
135,0,0
136,0,0
137,0,0
138,0,0
139,0,0
140,0,0
