date,imported,local
0,1,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,1
10,0,0
11,0,0
12,0,0
13,0,0
14,0,1
15,0,0
16,0,1
17,0,1
18,0,5
19,0,8
20,0,4
21,0,7
22,0,10
23,0,6
24,0,13
25,0,15
26,0,31
27,0,27
28,0,42
29,0,55
30,0,87
31,0,88
32,0,125
33,0,148
34,0,180
35,0,207
36,0,234
37,0,273
38,0,305
39,0,326
40,0,376
41,0,361
42,0,381
43,0,416
44,0,400
45,0,422
46,0,410
47,0,357
48,0,338
49,0,301
50,0,303
51,0,280
52,0,235
53,0,228
54,0,192
55,0,152
56,0,121
57,0,121
58,0,84
59,0,93
60,0,94
61,0,102
62,0,62
63,0,48
64,0,50
65,0,32
66,0,46
67,0,22
68,0,21
69,0,11
70,0,13
71,0,12
72,0,13
73,0,11
74,0,8
75,0,10
76,0,2
77,0,3
78,0,4
79,0,1
80,0,2
81,0,3
82,0,0
83,0,0
84,0,1
85,0,1
86,0,2
87,0,2
88,0,1
89,0,2
90,0,0
91,0,2
92,0,0
93,0,0
94,0,1
95,0,0
96,0,0
97,0,0
98,0,0
99,0,0
100,0,0
101,0,1
102,0,0
103,0,0
104,0,0
105,0,0
106,0,0
107,0,0
108,0,0
109,0,0
110,0,0
111,0,0
112,0,0
113,0,0
114,0,0
115,0,0
116,0,0
117,0,0
118,0,0
119,0,0
120,0,0
