date,imported,local
0,1,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,1
6,0,1
7,0,0
8,0,1
9,0,1
10,0,2
11,0,2
12,0,2
13,0,0
14,0,1
15,0,2
16,0,3
17,0,3
18,0,9
19,0,6
20,0,11
21,0,11
22,0,35
23,0,37
24,0,48
25,0,49
26,0,80
27,0,95
28,0,102
29,0,142
30,0,182
31,0,234
32,0,308
33,0,500
34,0,583
35,0,686
36,0,912
37,0,1201
38,0,1366
39,0,1583
40,0,2021
41,0,2257
42,0,2777
43,0,3099
44,0,3409
45,0,3678
46,0,3931
47,0,4009
48,0,4302
49,0,4151
50,0,4066
51,0,3935
52,0,3746
53,0,3450
54,0,3272
55,0,2962
56,0,2675
57,0,2416
58,0,2124
59,0,1843
60,0,1636
61,0,1453
62,0,1248
63,0,1091
64,0,961
65,0,740
66,0,667
67,0,600
68,0,515
69,0,441
70,0,390
71,0,294
72,0,257
73,0,222
74,0,196
75,0,165
76,0,149
77,0,107
78,0,97
79,0,83
80,0,75
81,0,57
82,0,54
83,0,34
84,0,42
85,0,41
86,0,29
87,0,19
88,0,19
89,0,14
90,0,19
91,0,19
92,0,8
93,0,15
94,0,5
95,0,10
96,0,5
97,0,3
98,0,7
99,0,4
100,0,3
101,0,1
102,0,4
103,0,1
104,0,0
105,0,2
106,0,0
107,0,0
108,0,2
109,0,1
110,0,1
111,0,0
112,0,1
113,0,0
114,0,1
115,0,1
116,0,0
117,0,1
118,0,1
119,0,0
120,0,1
121,0,1
122,0,0
123,0,1
124,0,0
125,0,0
126,0,0
127,0,0
128,0,0
129,0,2
130,0,0
131,0,1
132,0,0
133,0,0
134,0,0
135,0,0
136,0,0
137,0,0
138,0,0
