date,imported,local
0,1,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,4
8,0,2
9,0,4
10,0,0
11,0,3
12,0,2
13,0,5
14,0,3
15,0,5
16,0,3
17,0,18
18,0,53
19,0,43
20,0,43
21,0,53
22,0,86
23,0,107
24,0,150
25,0,187
26,0,243
27,0,332
28,0,405
29,0,529
30,0,714
31,0,903
32,0,1160
33,0,1486
34,0,1738
35,0,2102
36,0,2436
37,0,2756
38,0,3054
39,0,3395
40,0,3734
41,0,3827
42,0,4040
43,0,4139
44,0,4231
45,0,4154
46,0,4001
47,0,3734
48,0,3570
49,0,3177
50,0,3005
51,0,2696
52,0,2393
53,0,2133
54,0,1860
55,0,1662
56,0,1441
57,0,1215
58,0,1049
59,0,930
60,0,773
61,0,706
62,0,585
63,0,494
64,0,443
65,0,382
66,0,338
67,0,266
68,0,212
69,0,192
70,0,165
71,0,117
72,0,123
73,0,97
74,0,82
75,0,70
76,0,61
77,0,47
78,0,42
79,0,34
80,0,35
81,0,29
82,0,20
83,0,16
84,0,19
85,0,11
86,0,10
87,0,9
88,0,8
89,0,9
90,0,4
91,0,7
92,0,0
93,0,7
94,0,4
95,0,3
96,0,7
97,0,2
98,0,3
99,0,1
100,0,1
101,0,2
102,0,3
103,0,1
104,0,0
105,0,1
106,0,0
107,0,0
108,0,1
109,0,0
110,0,0
111,0,1
112,0,0
113,0,0
114,0,0
115,0,0
116,0,0
117,0,0
118,0,0
119,0,0
120,0,0
