date,imported,local
0,1,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,8
13,0,8
14,0,7
15,0,6
16,0,10
17,0,14
18,0,23
19,0,19
20,0,30
21,0,37
22,0,48
23,0,71
24,0,86
25,0,109
26,0,141
27,0,192
28,0,225
29,0,324
30,0,425
31,0,462
32,0,563
33,0,638
34,0,712
35,0,808
36,0,883
37,0,976
38,0,1032
39,0,1021
40,0,1078
41,0,943
42,0,958
43,0,945
44,0,932
45,0,894
46,0,785
47,0,744
48,0,642
49,0,591
50,0,529
51,0,426
52,0,385
53,0,371
54,0,283
55,0,240
56,0,214
57,0,192
58,0,153
59,0,126
60,0,118
61,0,82
62,0,80
63,0,88
64,0,71
65,0,54
66,0,50
67,0,51
68,0,43
69,0,23
70,0,31
71,0,15
72,0,21
73,0,11
74,0,14
75,0,8
76,0,9
77,0,7
78,0,5
79,0,3
80,0,3
81,0,4
82,0,2
83,0,1
84,0,6
85,0,1
86,0,4
87,0,2
88,0,4
89,0,1
90,0,0
91,0,2
92,0,0
93,0,1
94,0,1
95,0,0
96,0,1
97,0,0
98,0,0
99,0,0
100,0,0
101,0,0
102,0,0
103,0,0
104,0,0
105,0,0
106,0,0
107,0,0
108,0,0
109,0,0
110,0,0
111,0,0
112,0,0
113,0,0
114,0,0
115,0,0
116,0,0
117,0,0
