date,imported,local
0,1,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,1
9,0,0
10,0,1
11,0,1
12,0,0
13,0,0
14,0,3
15,0,9
16,0,6
17,0,11
18,0,14
19,0,9
20,0,13
21,0,13
22,0,38
23,0,80
24,0,71
25,0,96
26,0,72
27,0,111
28,0,162
29,0,195
30,0,295
31,0,363
32,0,480
33,0,558
34,0,832
35,0,952
36,0,1165
37,0,1450
38,0,1788
39,0,2197
40,0,2524
41,0,2999
42,0,3336
43,0,3720
44,0,3850
45,0,4174
46,0,4064
47,0,4146
48,0,4344
49,0,4051
50,0,3788
51,0,3633
52,0,3419
53,0,3077
54,0,2879
55,0,2609
56,0,2306
57,0,1976
58,0,1771
59,0,1596
60,0,1286
61,0,1132
62,0,1073
63,0,795
64,0,732
65,0,609
66,0,561
67,0,471
68,0,406
69,0,352
70,0,283
71,0,252
72,0,165
73,0,182
74,0,145
75,0,128
76,0,112
77,0,91
78,0,75
79,0,59
80,0,54
81,0,50
82,0,28
83,0,43
84,0,27
85,0,20
86,0,21
87,0,23
88,0,10
89,0,14
90,0,11
91,0,8
92,0,7
93,0,3
94,0,1
95,0,3
96,0,6
97,0,2
98,0,2
99,0,2
100,0,4
101,0,4
102,0,0
103,0,2
104,0,0
105,0,1
106,0,0
107,0,1
108,0,0
109,0,2
110,0,0
111,0,0
112,0,0
113,0,0
114,0,0
115,0,2
116,0,0
117,0,0
118,0,0
119,0,0
120,0,0
121,0,0
122,0,0
123,0,1
124,0,0
125,0,0
126,0,0
127,0,0
128,0,0
129,0,0
130,0,0
