date,imported,local
0,1,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,1
8,0,0
9,0,0
10,0,1
11,0,0
12,0,1
13,0,2
14,0,0
15,0,3
16,0,2
17,0,3
18,0,6
19,0,4
20,0,6
21,0,8
22,0,10
23,0,24
24,0,26
25,0,37
26,0,33
27,0,40
28,0,51
29,0,68
30,0,91
31,0,112
32,0,131
33,0,170
34,0,215
35,0,266
36,0,316
37,0,328
38,0,323
39,0,373
40,0,375
41,0,409
42,0,434
43,0,410
44,0,423
45,0,412
46,0,377
47,0,349
48,0,332
49,0,288
50,0,256
51,0,234
52,0,213
53,0,181
54,0,171
55,0,135
56,0,134
57,0,114
58,0,83
59,0,81
60,0,48
61,0,49
62,0,48
63,0,37
64,0,31
65,0,32
66,0,26
67,0,15
68,0,15
69,0,13
70,0,14
71,0,13
72,0,10
73,0,9
74,0,7
75,0,7
76,0,6
77,0,0
78,0,4
79,0,3
80,0,1
81,0,3
82,0,2
83,0,1
84,0,2
85,0,1
86,0,0
87,0,1
88,0,3
89,0,0
90,0,0
91,0,0
92,0,0
93,0,1
94,0,0
95,0,0
96,0,2
97,0,0
98,0,0
99,0,1
100,0,0
101,0,0
102,0,0
103,0,0
104,0,0
105,0,0
106,0,0
107,0,0
108,0,0
109,0,0
110,0,0
111,0,0
112,0,0
113,0,0
114,0,0
115,0,0
116,0,0
117,0,0
