date,imported,local
0,1,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,1
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,0,0
20,0,0
21,0,1
22,0,0
23,0,0
24,0,0
25,0,0
26,0,0
27,0,1
28,0,0
29,0,0
30,0,1
31,0,0
32,0,0
33,0,2
34,0,0
35,0,1
36,0,0
37,0,0
38,0,1
39,0,0
40,0,0
41,0,1
42,0,1
43,0,2
44,0,1
45,0,1
46,0,0
47,0,0
48,0,0
49,0,1
50,0,4
51,0,1
52,0,3
53,0,1
54,0,0
55,0,3
56,0,3
57,0,3
58,0,7
59,0,6
60,0,5
61,0,46
62,0,39
63,0,42
64,0,53
65,0,92
66,0,97
67,0,93
68,0,155
69,0,259
70,0,311
71,0,372
72,0,510
73,0,632
74,0,861
75,0,1000
76,0,1174
77,0,1608
78,0,1887
79,0,2234
80,0,2613
81,0,2949
82,0,3275
83,0,3666
84,0,3813
85,0,4120
86,0,4148
87,0,4200
88,0,4166
89,0,3979
90,0,3912
91,0,3743
92,0,3424
93,0,3119
94,0,2819
95,0,2570
96,0,2251
97,0,1933
98,0,1710
99,0,1542
100,0,1347
101,0,1146
102,0,994
103,0,779
104,0,697
105,0,611
106,0,581
107,0,407
108,0,375
109,0,337
110,0,247
111,0,244
112,0,200
113,0,164
114,0,128
115,0,138
116,0,97
117,0,88
118,0,69
119,0,61
120,0,45
121,0,39
122,0,28
123,0,26
124,0,28
125,0,20
126,0,16
127,0,16
128,0,12
129,0,16
130,0,10
131,0,11
132,0,7
133,0,9
134,0,5
135,0,3
136,0,3
137,0,1
138,0,3
139,0,3
140,0,2
141,0,0
142,0,3
143,0,0
144,0,1
145,0,0
146,0,0
147,0,0
148,0,0
149,0,0
150,0,1
151,0,0
152,0,0
153,0,1
154,0,0
155,0,0
156,0,0
157,0,0
158,0,0
159,0,0
160,0,0
161,0,0
162,0,0
