date,imported,local
0,1,0
1,0,0
2,0,0
3,0,0
4,0,3
5,0,0
6,0,3
7,0,2
8,0,2
9,0,3
10,0,2
11,0,2
12,0,7
13,0,8
14,0,12
15,0,18
16,0,20
17,0,35
18,0,26
19,0,39
20,0,61
21,0,81
22,0,122
23,0,193
24,0,265
25,0,317
26,0,348
27,0,404
28,0,617
29,0,703
30,0,964
31,0,1178
32,0,1459
33,0,1794
34,0,2100
35,0,2577
36,0,2911
37,0,3386
38,0,3580
39,0,3946
40,0,3916
41,0,4033
42,0,4347
43,0,4209
44,0,4132
45,0,3850
46,0,3723
47,0,3421
48,0,3152
49,0,2772
50,0,2630
51,0,2373
52,0,2039
53,0,1782
54,0,1542
55,0,1348
56,0,1200
57,0,1089
58,0,889
59,0,765
60,0,607
61,0,533
62,0,476
63,0,387
64,0,320
65,0,314
66,0,240
67,0,206
68,0,167
69,0,120
70,0,137
71,0,115
72,0,97
73,0,60
74,0,86
75,0,58
76,0,66
77,0,33
78,0,42
79,0,22
80,0,27
81,0,20
82,0,17
83,0,15
84,0,19
85,0,18
86,0,9
87,0,7
88,0,6
89,0,2
90,0,7
91,0,1
92,0,1
93,0,2
94,0,1
95,0,2
96,0,3
97,0,2
98,0,2
99,0,1
100,0,1
101,0,0
102,0,0
103,0,1
104,0,0
105,0,0
106,0,0
107,0,0
108,0,0
109,0,0
110,0,0
111,0,0
112,0,0
113,0,0
114,0,0
115,0,0
116,0,0
117,0,0
