date,imported,local
0,1,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,1
6,0,2
7,0,1
8,0,0
9,0,1
10,0,2
11,0,0
12,0,23
13,0,16
14,0,38
15,0,51
16,0,50
17,0,60
18,0,66
19,0,96
20,0,181
21,0,210
22,0,226
23,0,305
24,0,380
25,0,473
26,0,602
27,0,879
28,0,1070
29,0,1358
30,0,1679
31,0,1905
32,0,2313
33,0,2848
34,0,3071
35,0,3398
36,0,3712
37,0,3900
38,0,4204
39,0,4154
40,0,4279
41,0,4192
42,0,3930
43,0,3700
44,0,3621
45,0,3314
46,0,3090
47,0,2735
48,0,2434
49,0,2199
50,0,1889
51,0,1743
52,0,1491
53,0,1246
54,0,1054
55,0,950
56,0,798
57,0,708
58,0,593
59,0,502
60,0,446
61,0,360
62,0,334
63,0,276
64,0,225
65,0,187
66,0,179
67,0,163
68,0,119
69,0,105
70,0,97
71,0,72
72,0,62
73,0,67
74,0,43
75,0,33
76,0,30
77,0,29
78,0,23
79,0,23
80,0,15
81,0,11
82,0,11
83,0,12
84,0,9
85,0,7
86,0,8
87,0,3
88,0,4
89,0,4
90,0,2
91,0,2
92,0,2
93,0,1
94,0,2
95,0,2
96,0,0
97,0,2
98,0,0
99,0,0
100,0,1
101,0,1
102,0,0
103,0,0
104,0,0
105,0,0
106,0,0
107,0,0
108,0,0
109,0,1
110,0,0
111,0,0
112,0,1
113,0,0
114,0,0
115,0,0
116,0,0
117,0,0
118,0,0
119,0,0
120,0,0
