date,imported,local
0,1,0
1,0,0
2,0,0
3,0,0
4,0,1
5,0,1
6,0,0
7,0,0
8,0,1
9,0,2
10,0,0
11,0,1
12,0,1
13,0,2
14,0,2
15,0,5
16,0,3
17,0,6
18,0,4
19,0,4
20,0,3
21,0,38
22,0,37
23,0,62
24,0,44
25,0,102
26,0,109
27,0,151
28,0,219
29,0,289
30,0,320
31,0,409
32,0,556
33,0,797
34,0,971
35,0,1301
36,0,1531
37,0,1850
38,0,2125
39,0,2624
40,0,2896
41,0,3277
42,0,3663
43,0,3922
44,0,3957
45,0,4164
46,0,4145
47,0,4260
48,0,4162
49,0,3781
50,0,3621
51,0,3381
52,0,3152
53,0,2969
54,0,2471
55,0,2338
56,0,2085
57,0,1777
58,0,1573
59,0,1410
60,0,1163
61,0,1004
62,0,859
63,0,739
64,0,665
65,0,506
66,0,462
67,0,388
68,0,318
69,0,286
70,0,262
71,0,225
72,0,176
73,0,142
74,0,117
75,0,123
76,0,78
77,0,73
78,0,67
79,0,48
80,0,43
81,0,51
82,0,33
83,0,33
84,0,19
85,0,19
86,0,20
87,0,12
88,0,13
89,0,6
90,0,14
91,0,11
92,0,7
93,0,7
94,0,2
95,0,3
96,0,6
97,0,3
98,0,2
99,0,3
100,0,1
101,0,1
102,0,2
103,0,3
104,0,1
105,0,1
106,0,1
107,0,0
108,0,0
109,0,0
110,0,2
111,0,0
112,0,1
113,0,0
114,0,0
115,0,1
116,0,0
117,0,0
118,0,0
119,0,0
120,0,0
121,0,0
122,0,0
123,0,1
124,0,0
125,0,0
126,0,0
127,0,0
128,0,0
129,0,0
