date,imported,local
0,1,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,1
6,0,0
7,0,1
8,0,0
9,0,0
10,0,0
11,0,1
12,0,0
13,0,0
14,0,1
15,0,1
16,0,1
17,0,0
18,0,1
19,0,1
20,0,2
21,0,1
22,0,2
23,0,1
24,0,3
25,0,3
26,0,1
27,0,4
28,0,1
29,0,7
30,0,8
31,0,5
32,0,3
33,0,6
34,0,18
35,0,23
36,0,20
37,0,37
38,0,28
39,0,24
40,0,56
41,0,74
42,0,87
43,0,151
44,0,192
45,0,250
46,0,309
47,0,499
48,0,649
49,0,824
50,0,935
51,0,1200
52,0,1487
53,0,1932
54,0,2293
55,0,2501
56,0,3003
57,0,3233
58,0,3469
59,0,3803
60,0,3957
61,0,4180
62,0,4243
63,0,4144
64,0,4076
65,0,3908
66,0,3668
67,0,3485
68,0,3100
69,0,2898
70,0,2606
71,0,2270
72,0,2013
73,0,1748
74,0,1555
75,0,1353
76,0,1142
77,0,965
78,0,856
79,0,688
80,0,655
81,0,588
82,0,441
83,0,415
84,0,295
85,0,260
86,0,229
87,0,215
88,0,180
89,0,158
90,0,128
91,0,93
92,0,75
93,0,74
94,0,61
95,0,51
96,0,36
97,0,47
98,0,28
99,0,26
100,0,16
101,0,14
102,0,19
103,0,14
104,0,13
105,0,15
106,0,5
107,0,7
108,0,7
109,0,6
110,0,5
111,0,6
112,0,6
113,0,6
114,0,2
115,0,1
116,0,2
117,0,0
118,0,3
119,0,1
120,0,0
121,0,0
122,0,1
123,0,0
124,0,0
125,0,0
126,0,0
127,0,3
128,0,2
129,0,0
130,0,0
131,0,1
132,0,0
133,0,0
134,0,0
135,0,0
136,0,0
137,0,0
138,0,0
139,0,0
140,0,0
141,0,0
142,0,0
