"date","all.cases","symp.cases","records","local.rt.mean","local.rt.lower","local.rt.upper","rt.cat","mean","median","skewness","skewness.imputed","date.num","mean.cat","median.cat","skewness.cat"
2021-02-28,17,8,13,0.785303318939251,0.69362407794662,0.913272799436818,"2",25.9369230769231,25,0.185978609190865,0.185978609190865,18686,"4","4","3"
2021-03-01,11,11,14,0.824791901314472,0.715509796699334,0.924405715426186,"2",21.1128571428571,21.5,0.350135594636659,0.350135594636659,18687,"2","2","4"
2021-03-02,7,2,7,0.8555998067294,0.723496614709867,0.978868269215782,"2",27.6614285714286,28.52,-0.402811910790574,-0.402811910790574,18688,"5","5","1"
2021-03-03,14,6,9,0.928202140178657,0.80944871557768,1.05493826987255,"2",25.9777777777778,25.72,-0.217023426452072,-0.217023426452072,18689,"4","4","2"
2021-03-04,6,7,11,1.02466439187378,0.868698131987118,1.24628716109152,"3",25.4709090909091,24.5,0.0469059134832958,0.0469059134832958,18690,"4","4","3"
2021-03-05,8,5,8,1.15943935406633,1.01596671127992,1.32152333279263,"3",26.68,28.25,-0.0343920863054247,-0.0343920863054247,18691,"5","5","2"
2021-03-06,4,8,8,1.30012617978236,1.14198712587767,1.45526606673175,"3",28.04625,29.085,-0.2601176003642,-0.2601176003642,18692,"5","5","2"
2021-03-07,13,5,10,1.38075931869183,1.26318526245245,1.57065383781334,"3",27.882,29.355,-0.28960704661285,-0.28960704661285,18693,"5","5","2"
2021-03-08,6,12,5,1.43603193970449,1.2960316922301,1.6540827175054,"3",28.414,31.2,-0.383022218346873,-0.383022218346873,18694,"5","5","1"
2021-03-09,8,23,7,1.37367736978412,1.20982962784764,1.587497925985,"3",26.05,28.5,-0.357893033136947,-0.357893033136947,18695,"5","5","1"
2021-03-10,6,20,17,1.26278335319601,1.11457654677036,1.45663014502149,"3",21.2335294117647,20,0.482457950985858,0.482457950985858,18696,"2","1","4"
2021-03-11,19,18,32,1.12975913812976,0.989529463468055,1.33829561029441,"3",23.5690625,21.97,0.641271001203687,0.641271001203687,18697,"3","2","4"
2021-03-12,54,10,51,0.947572985714148,0.829954158687123,1.10402709510247,"2",23.0692156862745,22.63,0.326144430355852,0.326144430355852,18698,"3","3","4"
2021-03-13,43,14,28,0.778130006367657,0.669830453365995,0.926458875083567,"2",21.1028571428571,18.8,1.19381486220034,1.19381486220034,18699,"2","1","4"
2021-03-14,24,2,29,0.625085908408798,0.533834844978837,0.747425955563049,"2",23.4058620689655,22.5,0.358130075170393,0.358130075170393,18700,"3","3","4"
2021-03-15,16,5,11,0.505090757800496,0.414605188809235,0.6079672536895,"2",27.0645454545455,28.3,-0.0849383813218527,-0.0849383813218527,18701,"5","5","2"
2021-03-16,13,5,9,0.419589537758676,0.321893641295407,0.5200265949291,"1",21.1555555555556,21.5,0.063523052178952,0.063523052178952,18702,"2","2","3"
2021-03-17,8,6,6,0.361016280308665,0.258835898456485,0.454460053915694,"1",28.5583333333333,28.25,0.0336037246858306,0.0336037246858306,18703,"5","5","3"
2021-03-18,6,1,6,0.324035742330518,0.228451896724178,0.422785206676148,"1",25.4833333333333,26.85,-0.228407401917035,-0.228407401917035,18704,"4","5","2"
2021-03-19,10,3,7,0.299681884051379,0.203008971643543,0.397422274980833,"1",25.8257142857143,25.34,0.236195015451704,0.236195015451704,18705,"4","4","3"
2021-03-20,7,2,3,0.282133470603906,0.189542529955706,0.392705998448185,"1",31.1666666666667,30.2,0.199824570838601,0.199824570838601,18706,"5","5","3"
2021-03-21,4,2,7,0.269705537684217,0.165187942433553,0.399570678062104,"1",25.8814285714286,24.3,0.175461109342108,0.175461109342108,18707,"4","4","3"
2021-03-22,7,0,6,0.263973156897308,0.147015207534652,0.405471034984778,"1",29.51,30.41,-0.0598030682340531,-0.0598030682340531,18708,"5","5","2"
2021-03-23,4,2,5,0.268366043836588,0.142640967870812,0.425968549782299,"1",26.976,24.6,0.0476296750372803,0.0476296750372803,18709,"5","4","3"
2021-03-24,4,1,2,0.282894501844728,0.145348806488211,0.440629572830456,"1",32.55,32.55,9.07593511429595e-16,9.07593511429595e-16,18710,"5","5","3"
2021-03-25,4,2,2,0.315129369386812,0.153283761850967,0.503514044400763,"1",26.96,26.96,0,0,18711,"5","5","2"
2021-03-26,3,1,1,0.357346603709071,0.183511771514776,0.621617678297527,"1",29.19,29.19,NA,0.0856153289193773,18712,"5","5",NA
2021-03-27,0,0,0,0.441907346336831,0.221067086370641,0.744239294569195,"1",NA,NA,NA,NA,18713,NA,NA,NA
2021-03-28,0,1,1,0.517434431722703,0.262389892999798,0.83738217340284,"2",29.7,29.7,NA,0.0326575432290672,18714,"5","5",NA
2021-03-29,1,4,1,0.598348726812885,0.326947586863015,0.939421020824113,"2",28.28,28.28,NA,-0.00304334829919297,18715,"5","5",NA
2021-03-30,1,1,0,0.654475597521494,0.366949076481095,1.03022879774558,"2",NA,NA,NA,NA,18716,NA,NA,NA
2021-03-31,1,4,6,0.711882656006231,0.409996635362451,1.01890940588804,"2",17.985,17.405,0.347120256451171,0.347120256451171,18717,"1","1","4"
2021-04-01,2,1,4,0.7495331976733,0.429884897452431,1.01805645119473,"2",27.945,29.19,-0.339415574262911,-0.339415574262911,18718,"5","5","1"
2021-04-02,7,2,0,0.763525663028074,0.45321492844657,1.03619404942467,"2",NA,NA,NA,NA,18719,NA,NA,NA
2021-04-03,1,1,1,0.762528011128638,0.429118799610819,0.946054257471375,"2",29.05,29.05,NA,0.0038523410941298,18720,"5","5",NA
2021-04-04,0,2,1,0.745430451473672,0.431884794129682,0.965633361783425,"2",22,22,NA,0.0038523410941298,18721,"2","2",NA
2021-04-05,1,2,3,0.748222511679375,0.421952170903799,1.0034275840293,"2",19.3333333333333,19.6,-0.0777719210031535,-0.0777719210031535,18722,"1","1","2"
2021-04-06,3,2,5,0.784711438548249,0.448532264635481,1.03934213823251,"2",21.62,22.8,-0.268848112445684,-0.268848112445684,18723,"2","3","2"
2021-04-07,2,2,0,0.834296865225488,0.490428845970957,1.14128097086092,"2",NA,NA,NA,NA,18724,NA,NA,NA
2021-04-08,2,0,1,0.891892524878072,0.569473135128624,1.23242582425106,"2",11.4,11.4,NA,-0.228678535903916,18725,"1","1",NA
2021-04-09,2,2,3,0.936107866383222,0.60200289768533,1.29497832812238,"2",20.3733333333333,20.12,0.118254701879794,0.118254701879794,18726,"2","2","3"
2021-04-10,2,1,4,0.983287128045176,0.646981996483422,1.38352726972492,"2",25.6875,23.025,0.533222502728537,0.533222502728537,18727,"4","3","4"
2021-04-11,2,3,2,1.04456996587286,0.628342040581932,1.43790584391518,"3",21.09,21.09,0,0,18728,"2","2","2"
2021-04-12,2,1,3,1.09723967940941,0.669835021280628,1.45274120447244,"3",33.7833333333333,34.95,-0.351671823411861,-0.351671823411861,18729,"5","5","1"
2021-04-13,3,2,1,1.11948596840125,0.692755917481496,1.51322989536047,"3",30.97,30.97,NA,0.00619145375015713,18730,"5","5",NA
