"sampno","tshift","desired_mode","viral_peak","obs_sd","sd_mod","sd_mod_wane","true_0","intercept","LOD","incu","t_switch","level_switch","wane_rate2","prob_detect","t_unit","R0","infectious","incubation","t0","I0","prob","lnlike"
2001,0,5,17.2898713412351,1.72362984621425,0.788828786,14,40,40,3,5,5.96403309556898,30.2014885587515,1000,0.843894229748366,1,1.33276781212797,3.19863765362797,3.42218620213578,17.2223870482102,1e-05,-10.4308570985302,-61736.9638278913
2051,0,5,17.448766651814,1.74670559722143,0.788828786,14,40,40,3,5,5.80782991878273,29.8178033549895,1000,0.894117102350995,1,1.33276781212797,3.20424925461167,3.42249559730066,17.5641098152045,1e-05,-89.7768314517695,-61647.2131056767
2101,0,5,17.4167425540221,1.87524983705086,0.788828786,14,40,40,3,5,5.28620938477852,29.0459548781328,1000,0.868411409023152,1,1.33023012730945,3.19072117153515,3.42579768796563,16.6687021835463,1e-05,49.7075489205464,-61535.7382909785
2151,0,5,17.5889841747526,1.85422867128554,0.788828786,14,40,40,3,5,5.28620938477852,27.9497551496566,1000,0.865842071620712,1,1.33023012730945,3.20640280078486,3.42579768796563,16.1081846506104,1e-05,80.1294887792918,-61450.633490937
2201,0,5,17.8026655505591,1.91278767579941,0.788828786,14,40,40,3,5,5.36848660030644,27.4250675147647,1000,0.865842071620712,1,1.33023012730945,3.1847105390944,3.43632355638982,16.1903722037083,1e-05,14.3889434797205,-61406.1184300712
2251,0,5,17.8026655505591,1.91625639950535,0.788828786,14,40,40,3,5,5.26951931854871,27.2717633365335,1000,0.853289696387877,1,1.32663677050861,3.14161725958968,3.42876729581052,16.4638046263507,1e-05,29.1239703840439,-61384.8620775384
2301,0,5,17.749844458215,1.88179150123162,0.788828786,14,40,40,3,5,5.23221176436421,26.6468624460992,1000,0.796360337512171,1,1.32663677050861,3.14627308019926,3.36449464649168,17.04255373662,1e-05,-78.619107161493,-61335.6208453125
2351,0,5,17.9196740064789,2.00076731396239,0.788828786,14,40,40,3,5,4.85900156763307,25.8277752973399,1000,0.789441084629112,1,1.32663677050861,3.15309371804933,3.37102802941168,17.1119803037164,1e-05,-78.619107161493,-61235.8255614857
2401,0,5,17.9053177043198,2.00222742743877,0.788828786,14,40,40,3,5,4.47457397659093,25.736280277456,1000,0.738950931805259,1,1.32802136604534,3.15309371804933,3.39588115878938,17.5789288348562,1e-05,-78.619107161493,-61190.3065015511
2451,0,5,18.0271150955656,1.95478922061258,0.788828786,14,40,40,3,5,4.33425384719301,25.4793830538865,1000,0.757426869533431,1,1.32555610904144,3.16849574404212,3.39433382509712,16.5607299430168,1e-05,-78.619107161493,-61169.0960319998
2501,0,5,18.0398523053977,2.06339641816524,0.788828786,14,40,40,3,5,4.15187243012586,24.8251965194693,1000,0.697875775931424,1,1.32555610904144,3.16849574404212,3.37840899679616,16.4607904248798,1e-05,-14.8408677849773,-61133.4361563249
2551,0,5,18.1281559267049,2.06339641816524,0.788828786,14,40,40,3,5,3.80874791283941,24.7055816928506,1000,0.714662859340832,1,1.32555610904144,3.14584743183111,3.37997389648187,17.9938903114159,1e-05,49.8318915936217,-61116.5059809184
2601,0,5,18.1364582730137,2.03979868008233,0.788828786,14,40,40,3,5,3.67352516029983,23.7976682088922,1000,0.665202902030999,1,1.32555610904144,3.14370900443541,3.36036299849091,18.1784101898867,1e-05,-26.2739532091087,-61086.2046786035
2651,0,5,18.6020828395312,2.28605659822423,0.788828786,14,40,40,3,5,3.67352516029983,23.7017046704193,1000,0.596436518884736,1,1.32760251191939,3.14370900443541,3.37738887011697,18.6010258728271,1e-05,-26.2739532091087,-61066.6576589561
2701,0,5,18.6096685322572,2.35437320462356,0.788828786,14,40,40,3,5,3.64403039811245,23.3316412760265,1000,0.547229692942187,1,1.32760251191939,3.13974838691098,3.35247867486032,19.7608124840607,1e-05,33.2044989376852,-61058.4421089109
2751,0,5,18.780067447304,2.35437320462356,0.788828786,14,40,40,3,5,3.32848948364517,23.1323769750914,1000,0.484856349170573,1,1.32760251191939,3.12089700989666,3.35559746148288,19.0968673235419,1e-05,4.76371522254895,-61049.3866433598
2801,0,5,18.5743825584175,2.35437320462356,0.788828786,14,40,40,3,5,3.31688666180838,23.088365710564,1000,0.51242613261767,1,1.32760251191939,3.10665913304948,3.40332230920093,19.3203648330588,1e-05,-69.337753889831,-61051.126383119
2851,0,5,18.697995425378,2.35437320462356,0.788828786,14,40,40,3,5,3.17016160174829,23.0727694985198,1000,0.502878159657558,1,1.32760251191939,3.08985031868297,3.38667534819931,19.8178861196499,1e-05,72.0837396493701,-61047.2055039888
2901,0,5,18.4529534382179,2.33046849905798,0.788828786,14,40,40,3,5,2.90664354176083,22.8115208687799,1000,0.43366841852542,1,1.32760251191939,3.10850306673258,3.35517346291631,19.8993047460048,1e-05,-77.1114305595221,-61046.4677673645
2951,0,5,18.6676803375807,2.36657294139607,0.788828786,14,40,40,3,5,2.81813145132081,22.6628349343109,1000,0.440395280724774,1,1.32703731242621,3.15230334993202,3.3144756729799,19.3161173987715,1e-05,18.5000171327471,-61040.6026714766
3001,0,5,18.8330264398709,2.46208815285369,0.788828786,14,40,40,3,5,2.88192008859527,22.5431576309386,1000,0.398413669015852,1,1.32703731242621,3.15612138452798,3.32567610610354,19.3858233413019,1e-05,75.5350329308026,-61042.0377718049
3051,0,5,18.8470847193395,2.46208815285369,0.788828786,14,40,40,3,5,2.53030055008112,22.4367691918025,1000,0.40281497713994,1,1.32776653792168,3.16041954470823,3.31077917266115,20.8699153464048,1e-05,-98.4517695500699,-61038.2245537552
3101,0,5,18.8903078364874,2.43383483288457,0.788828786,14,40,40,3,5,2.53603657551524,22.5654848218045,1000,0.372429382690422,1,1.33027821657285,3.16769097930836,3.27787914381212,21.871624219693,1e-05,45.4920334076333,-61037.258574643
3151,0,5,18.7017223949325,2.4639162544924,0.788828786,14,40,40,3,5,2.44883222176099,22.4894264891341,1000,0.367175019205245,1,1.33141911589949,3.16318007388906,3.31438313959246,21.871624219693,1e-05,80.5866015459669,-61033.3613297407
3201,0,5,18.6964756285219,2.33329543470934,0.788828786,14,40,40,3,5,2.34664569101858,22.4894264891341,1000,0.384480747762244,1,1.33141911589949,3.15158175793333,3.31181458832558,21.0842144471131,1e-05,80.5866015459669,-61036.5714358332
3251,0,5,18.8407249210995,2.46147504185846,0.788828786,14,40,40,3,5,2.54813294104855,22.4362371284922,1000,0.385640485770819,1,1.33351354947709,3.20726224442905,3.30760255770353,21.0131130201457,1e-05,3.55691904641048,-61033.5775405453
3301,0,5,18.8750290116124,2.51983043420826,0.788828786,14,40,40,3,5,2.46162584922903,22.3650405297251,1000,0.374774244310452,1,1.33351354947709,3.22319665506,3.28800206142309,21.0131130201457,1e-05,77.5094430844359,-61033.0660129599
3351,0,5,18.9503389788831,2.45541247102391,0.788828786,14,40,40,3,5,2.49797527023111,22.3903998758655,1000,0.378596031307248,1,1.33425222248566,3.24156639358768,3.28545965089418,21.0647031999016,1e-05,77.5094430844359,-61035.042219725
3401,0,5,18.8285109983708,2.4244517460048,0.788828786,14,40,40,3,5,2.3476734260741,22.3903998758655,1000,0.354194796309358,1,1.33425222248566,3.24789673024855,3.27728402955146,21.8227225899882,1e-05,77.5094430844359,-61034.6955216367
3451,0,5,18.7025876238194,2.48486388387373,0.788828786,14,40,40,3,5,2.29774335094291,22.3903998758655,1000,0.356935922366454,1,1.33425222248566,3.26740414385425,3.27728402955146,20.2934191025123,1e-05,-79.5719254008997,-61033.2733548585
3501,0,5,18.7866153469303,2.48486388387373,0.788828786,14,40,40,3,5,2.09635143589539,22.2460303762694,1000,0.330089256743862,1,1.33425222248566,3.31491440936822,3.24207688882331,20.8992234580182,1e-05,-26.6460802131956,-61034.2528530467
3551,0,5,18.6960416863854,2.48561241613476,0.788828786,14,40,40,3,5,2.07747827064961,22.2837754918258,1000,0.341839585328828,1,1.33425222248566,3.28613665801556,3.24207688882331,21.8683977562747,1e-05,-26.6460802131956,-61033.5226187249
3601,0,5,18.6960416863854,2.48561241613476,0.788828786,14,40,40,3,5,2.19469670420908,22.2837754918258,1000,0.343183445998772,1,1.33425222248566,3.28613665801556,3.21303797505545,22.9913058307289,1e-05,-87.3960097115823,-61033.1218663891
3651,0,5,18.6329485478674,2.48967862647938,0.788828786,14,40,40,3,5,2.2636585953966,22.3084159802084,1000,0.359796096689906,1,1.33439169286884,3.31359235239071,3.24069969012422,20.629081160797,1e-05,-4.24924352352979,-61034.7112631956
3701,0,5,18.8785140570352,2.48967862647938,0.788828786,14,40,40,3,5,2.150298058183,22.3084159802084,1000,0.357893383612287,1,1.33339464309461,3.31359235239071,3.22786246673959,20.0077197376732,1e-05,-29.534299512877,-61035.2288338902
3751,0,5,18.7416315422875,2.46720506156732,0.788828786,14,40,40,3,5,2.21287675474198,22.3084159802084,1000,0.356637136610762,1,1.33501982913727,3.3225579502408,3.23945617654281,20.6914996893418,1e-05,11.7120728529348,-61032.6939905915
3801,0,5,18.615853322326,2.46720506156732,0.788828786,14,40,40,3,5,2.16944850757882,22.3205219703639,1000,0.358349222440018,1,1.33501982913727,3.32605845453317,3.24115381001345,20.6914996893418,1e-05,74.6832279874278,-61034.5059561374
3851,0,5,18.8024297966936,2.4569179630574,0.788828786,14,40,40,3,5,2.1613992962774,22.3205219703639,1000,0.358349222440018,1,1.33501982913727,3.30266102494267,3.24361826354573,21.6810182352901,1e-05,45.1534101299108,-61034.03594111
3901,0,5,18.8122422288499,2.42071438618116,0.788828786,14,40,40,3,5,2.09423285024453,22.0793773022535,1000,0.358349222440018,1,1.33501982913727,3.29170749049239,3.23235075933315,21.1855752460545,1e-05,41.9303656130498,-61035.2450098106
3951,0,5,18.7310944677459,2.42061539429756,0.788828786,14,40,40,3,5,2.08561018047278,22.3092197825412,1000,0.341572772983765,1,1.33497994789733,3.29170749049239,3.23235075933315,22.7315052798002,1e-05,-39.8309655833058,-61036.0091404981
4001,0,5,18.8516957930244,2.59415087225297,0.788828786,14,40,40,3,5,2.07169832049271,22.1498192153897,1000,0.334212559027464,1,1.33497994789733,3.2738592677167,3.21121050792993,22.0318315766514,1e-05,-39.8309655833058,-61032.8048204019
4051,0,5,18.9160491754824,2.49363925610216,0.788828786,14,40,40,3,5,2.19472218821446,22.1102323353934,1000,0.347455565028977,1,1.33086266185052,3.2658704124158,3.20612550791107,21.4603822609989,1e-05,-17.6172746584835,-61034.2084930242
4101,0,5,18.8547902367974,2.44344647014049,0.788828786,14,40,40,3,5,2.24427771844006,22.2201536694382,1000,0.355815557611755,1,1.33099480876317,3.27548911521869,3.20291876705275,21.7921279531292,1e-05,40.0212123861734,-61034.0702287765
4151,0,5,18.8163246221822,2.48948399313731,0.788828786,14,40,40,3,5,2.18608339945505,22.1921331089106,1000,0.351095280737638,1,1.33217119942119,3.25919455932588,3.20618994973259,21.5552172294755,1e-05,-56.7019698577431,-61033.6374675833
4201,0,5,18.6102508054084,2.48169609713785,0.788828786,14,40,40,3,5,2.23505646322229,22.251980401896,1000,0.351095280737638,1,1.33323066687481,3.27076750857979,3.22725715773955,21.3266534600574,1e-05,75.8627977052587,-61034.6817599072
4251,0,5,18.9226910266618,2.51076523241258,0.788828786,14,40,40,3,5,2.28332509829617,22.2711847911771,1000,0.351095280737638,1,1.33399814799965,3.26911709205867,3.23400843827018,21.2573169243338,1e-05,-71.571290825712,-61032.912938087
4301,0,5,18.7997028439785,2.52998365796409,0.788828786,14,40,40,3,5,2.31971686276732,22.2923052414715,1000,0.351095280737638,1,1.33231646413598,3.30076001415494,3.22575338085287,20.4857319313581,1e-05,75.5623787685609,-61033.6778080032
4351,0,5,18.9122153109624,2.53264204044216,0.788828786,14,40,40,3,5,2.38842038471713,22.4033411387529,1000,0.355631761183128,1,1.33283465586892,3.2795765659724,3.19524689282627,22.0006330594878,1e-05,22.9612852524284,-61033.830393974
4401,0,5,18.6948777977235,2.41305480402784,0.788828786,14,40,40,3,5,2.38842038471713,22.5038564203672,1000,0.381883721323516,1,1.33211272311178,3.25612285276795,3.22468402452328,22.5719358405787,1e-05,65.2691612655069,-61035.4122789078
4451,0,5,18.7676600677839,2.41305480402784,0.788828786,14,40,40,3,5,2.64012037705434,22.5868858442741,1000,0.430233727432737,1,1.33477570875124,3.23266689889184,3.25438930438095,23.4371646218822,1e-05,-47.7469807277644,-61036.7468302842
4501,0,5,18.7364101143552,2.38635360342596,0.788828786,14,40,40,3,5,2.68565791754893,22.6734544053259,1000,0.407162565599729,1,1.33629141095261,3.18347552432407,3.2585613791517,24.7786294106666,1e-05,-14.9671330688776,-61035.9337825309
4551,0,5,18.6771225790184,2.36004006766233,0.788828786,14,40,40,3,5,2.50803252215336,22.5474812456651,1000,0.382031046754824,1,1.33530050731246,3.19765997266948,3.26185424344688,23.5553420019531,1e-05,-32.2311207128288,-61034.2274286433
4601,0,5,18.5638029955028,2.41651139604807,0.788828786,14,40,40,3,5,2.47392112727855,22.5393281810162,1000,0.373372727805281,1,1.33530050731246,3.20379971650847,3.26352423411788,23.7872726009312,1e-05,80.9319165260243,-61034.5625755326
4651,0,5,18.7680873445824,2.41651139604807,0.788828786,14,40,40,3,5,2.40758989595802,22.4755702640071,1000,0.37806539073192,1,1.3366862107638,3.24255374874357,3.29321386812727,22.0223299194218,1e-05,47.2268172998712,-61032.8033283487
4701,0,5,18.6801268330762,2.35399876559909,0.788828786,14,40,40,3,5,2.37842987108985,22.3858185951505,1000,0.384563554963898,1,1.338708954512,3.25747227548835,3.28689333002039,22.9114968121486,1e-05,69.2647997195144,-61033.4149727129
4751,0,5,18.6525086598861,2.33689339371338,0.788828786,14,40,40,3,5,2.37842987108985,22.3812646490256,1000,0.379298875178671,1,1.338708954512,3.23013176524343,3.28332344682855,23.0125322830017,1e-05,-39.1222811723627,-61033.7864857531
4801,0,5,18.76993228353,2.45398984247542,0.788828786,14,40,40,3,5,2.40874105327497,22.30705253504,1000,0.394720257846514,1,1.338708954512,3.22413256343568,3.31743372098617,23.4627945156172,1e-05,53.2060140330255,-61034.485047012
4851,0,5,18.9011029665246,2.51651914693984,0.788828786,14,40,40,3,5,2.29031553149356,22.30705253504,1000,0.372320490203848,1,1.338708954512,3.20435031763845,3.30682604621716,24.0733225687769,1e-05,-26.8957085142819,-61033.4862624891
4901,0,5,18.7945709639916,2.5194745189413,0.788828786,14,40,40,3,5,2.2642724130059,22.30705253504,1000,0.355506067974183,1,1.33972087281786,3.20163184943906,3.27014490518538,25.8145496786892,1e-05,-46.2663738092011,-61032.1985825536
4951,0,5,18.8020343341509,2.47344791446045,0.788828786,14,40,40,3,5,2.21312493855661,22.3845806697931,1000,0.370529569029153,1,1.33972087281786,3.19882801149943,3.27684223580618,25.2953246717467,1e-05,4.63720587575764,-61032.8795518557
5001,0,5,18.9294023697318,2.53915763086829,0.788828786,14,40,40,3,5,2.37249466532832,22.3322804505243,1000,0.363773685448216,1,1.33902814641717,3.2065623280416,3.24174949200308,25.8560488468501,1e-05,-48.6673658352811,-61033.4930188684
5051,0,5,18.6288853503805,2.44671627326658,0.788828786,14,40,40,3,5,2.35253014803103,22.4048588830898,1000,0.384845369418604,1,1.33826425713995,3.17556326134635,3.27092381738047,25.1862303642616,1e-05,-92.5882640395585,-61033.7862399574
5101,0,5,18.6288853503805,2.44815681013894,0.788828786,14,40,40,3,5,2.40223446229694,22.4290979895769,1000,0.384845369418604,1,1.33758704869801,3.17713286308264,3.26632931052335,25.1862303642616,1e-05,-17.0215540063713,-61033.5167010625
5151,0,5,18.6504738541764,2.53615187227155,0.788828786,14,40,40,3,5,2.32952827203854,22.4781843173346,1000,0.372973632646017,1,1.3381417329118,3.17570893886991,3.26450182995543,25.1862303642616,1e-05,-7.96612525039566,-61035.751694834
5201,0,5,18.8957611839464,2.43126232018234,0.788828786,14,40,40,3,5,2.39905758978137,22.2220508467866,1000,0.385840116881719,1,1.33732899744656,3.18952431898456,3.2052507431818,26.7663611856713,1e-05,-32.6711261247421,-61035.8948568703
5251,0,5,18.6640890825585,2.34455752240863,0.788828786,14,40,40,3,5,2.37021220727199,22.4218547178779,1000,0.403168821954624,1,1.33699855301913,3.18952431898456,3.21574355540187,26.5521151748165,1e-05,-23.8874777436094,-61035.1928025533
5301,0,5,18.6650864365076,2.46128956992289,0.788828786,14,40,40,3,5,2.36974530061709,22.3853181176832,1000,0.37580544750094,1,1.33488700342507,3.20595868824571,3.18578860619942,25.2814486935735,1e-05,-8.05342276284516,-61033.2029409673
5351,0,5,18.6820074356955,2.42098787444545,0.788828786,14,40,40,3,5,2.33921447661644,22.4701596208552,1000,0.368250654271574,1,1.33696469782732,3.21149354506138,3.21954134822713,25.9919132482893,1e-05,-82.4380654316536,-61032.4247507764
5401,0,5,18.6578302757824,2.50786123114488,0.788828786,14,40,40,3,5,2.33921447661644,22.3597227631579,1000,0.370265798667164,1,1.33633635397305,3.24206603953898,3.17953219732337,25.9919132482893,1e-05,-5.74407713376394,-61034.0841124997
5451,0,5,18.8176712164692,2.41941617404646,0.788828786,14,40,40,3,5,2.53865912683662,22.4305943906259,1000,0.385244545330723,1,1.335990620418,3.21514238558189,3.17797096794166,26.5633362938128,1e-05,-52.7903257150657,-61034.2664844521
5501,0,5,18.8284386710124,2.50727377608929,0.788828786,14,40,40,3,5,2.53865912683662,22.6035564892544,1000,0.390634822576191,1,1.33607594934535,3.25559067464352,3.16164733186397,25.7231919470358,1e-05,-18.8057999221117,-61034.6378353885
